Peak-to-Peak Amplitude,RMS
0.0881958,0.010282747
0.08370972,0.01025782
0.11291504,0.010509025
0.08657837,0.010210994
0.09793091,0.010545363
0.09057617,0.010487073
0.10153198,0.010482549
0.087890625,0.01046353
0.083496094,0.010207184
0.087127686,0.010452929
0.08847046,0.01048541
0.21990967,0.010450281
0.085235596,0.010261656
0.097076416,0.010476161
0.08425903,0.010213351
0.10671997,0.010276885
0.09439087,0.010194497
0.091033936,0.010482527
0.10614014,0.010523768
0.09625244,0.010205963
0.0897522,0.010215529
0.08267212,0.010453615
0.0871582,0.010462542
0.09008789,0.010495294
0.0843811,0.010462633
0.111694336,0.010199107
0.08331299,0.010468103
0.09362793,0.01045622
0.09649658,0.01045041
0.08483887,0.010223794
0.08770752,0.010211068
0.09112549,0.010451472
0.085876465,0.010435554
0.08660889,0.010232031
0.086883545,0.010457162
0.088256836,0.010469383
0.08267212,0.010199187
0.08596802,0.010458409
0.09536743,0.010523475
0.08416748,0.010173344
0.08560181,0.010466098
0.091796875,0.01021033
0.085998535,0.010474012
0.087646484,0.010475457
0.09036255,0.010419464
0.08621216,0.010434832
0.08969116,0.010233995
0.08590698,0.0102154035
0.08465576,0.010198717
0.09286499,0.010188125
0.08828735,0.010240781
0.087127686,0.010210868
0.090148926,0.010242531
0.10324097,0.010462017
0.08569336,0.010484909
0.10040283,0.010497393
0.09051514,0.010438897
0.09976196,0.010439344
0.094818115,0.01020601
0.0927124,0.0104532335
0.104766846,0.010204133
0.09466553,0.010227447
0.12142944,0.010199285
0.09222412,0.010485833
0.09844971,0.010491827
0.08734131,0.0102151465
0.08413696,0.010200518
0.09234619,0.010456194
0.0949707,0.010245589
0.09863281,0.010476226
0.081451416,0.010201977
0.10241699,0.010486283
0.0854187,0.010191429
0.09689331,0.010468791
0.091156006,0.010495001
0.08532715,0.01018296
0.08721924,0.010265131
0.090545654,0.010435163
0.09249878,0.010207866
0.10421753,0.010462578
0.087677,0.010247908
0.0970459,0.010484593
0.08157349,0.010301846
0.14483643,0.010485068
0.076293945,0.010479865
0.099121094,0.010458881
0.08609009,0.010489293
0.08444214,0.010469687
0.09249878,0.010261342
0.104034424,0.010258322
0.08407593,0.010440138
0.08581543,0.010220699
0.08947754,0.010435488
0.088531494,0.010248123
0.08065796,0.0102344155
0.08441162,0.010482482
0.08782959,0.010449008
0.08795166,0.010458574
0.09136963,0.010229823
0.08508301,0.01019318
0.10940552,0.0104682725
0.08627319,0.0102456035
0.09249878,0.010509974
0.09085083,0.010470392
0.09680176,0.010277493
0.1121521,0.010208383
0.081085205,0.010211064
0.10910034,0.0103892675
0.08987427,0.010232507
0.09234619,0.010480046
0.092803955,0.0104729105
0.08856201,0.010220513
0.08795166,0.010249353
0.09301758,0.010454411
0.08480835,0.010441993
0.09362793,0.01044466
0.08407593,0.010224732
0.093048096,0.010302929
0.08932495,0.010216857
0.093811035,0.010456322
0.09194946,0.010198527
0.09423828,0.010251693
0.085632324,0.010278784
0.08566284,0.010464925
0.08218384,0.010254931
0.08795166,0.010463586
0.08581543,0.010223795
0.09020996,0.0104947
0.09069824,0.010429605
0.10418701,0.010452575
0.09140015,0.010486378
0.09500122,0.010217183
0.087371826,0.010505598
0.09552002,0.010264404
0.09274292,0.010505546
0.08731079,0.010431836
0.095184326,0.010271804
0.096191406,0.010464109
0.090270996,0.01019031
0.08508301,0.010302929
0.09643555,0.010269753
0.09603882,0.010178632
0.08944702,0.01020232
0.09503174,0.01047643
0.09036255,0.010255582
0.08679199,0.010261859
0.09024048,0.010173549
0.08905029,0.010221602
0.086761475,0.010482281
0.09158325,0.010458293
0.08517456,0.010184782
0.08554077,0.010276878
0.088256836,0.010237413
0.0925293,0.01047016
0.08883667,0.010155706
0.097717285,0.010271586
0.10205078,0.0101966495
0.09124756,0.010476896
0.08895874,0.010258453
0.08517456,0.010212524
0.088897705,0.010453894
0.090667725,0.010284446
0.077178955,0.010473326
0.0954895,0.010465146
0.09259033,0.010443271
0.11419678,0.010220702
0.094177246,0.010203751
0.089019775,0.0102024125
0.08987427,0.010226487
0.09075928,0.010440721
0.09365845,0.010451103
0.09075928,0.010254779
0.09075928,0.010252886
0.08804321,0.01044936
0.090423584,0.010464307
0.088897705,0.010269359
0.08920288,0.0102152545
0.08963013,0.010292927
0.10522461,0.010446166
0.10583496,0.010492042
0.0864563,0.01045424
0.09371948,0.010470304
0.08026123,0.010436884
0.093933105,0.010275299
0.08895874,0.01044089
0.09375,0.0104609495
0.08480835,0.010229966
0.09603882,0.010467291
0.08932495,0.010472785
0.1227417,0.010485625
0.091156006,0.010220703
0.09286499,0.010215973
0.08810425,0.010493344
0.09365845,0.010495079
0.09277344,0.010199919
0.096710205,0.010187427
0.083740234,0.010198525
0.09207153,0.010477284
0.08685303,0.010432959
0.09725952,0.010224815
0.091674805,0.010203923
0.09277344,0.010255832
0.084106445,0.010203732
0.08047485,0.010179679
0.09170532,0.010500379
0.09020996,0.010270317
0.09460449,0.010419952
0.09567261,0.010291356
0.09341431,0.010436656
0.08654785,0.010479293
0.116241455,0.010517795
0.09786987,0.010267976
0.08859253,0.010452354
0.0953064,0.010508136
0.08810425,0.010205997
0.09082031,0.010462182
0.09625244,0.0104755955
0.09057617,0.010499481
0.08917236,0.010177016
0.08236694,0.01016467
0.098236084,0.010488209
0.08380127,0.010232888
0.09237671,0.010481299
0.08670044,0.010242967
0.094818115,0.010458898
0.08691406,0.010205053
0.086883545,0.010517752
0.09088135,0.010473155
0.09246826,0.010480503
0.086242676,0.010199376
0.100860596,0.01046383
0.09320068,0.010437826
0.083862305,0.010479701
0.08618164,0.010452536
0.09353638,0.010207939
0.083618164,0.010454565
0.089782715,0.0104822125
0.09246826,0.010241432
0.08779907,0.010470527
0.08959961,0.010267888
0.089416504,0.010206237
0.09259033,0.010463769
0.090667725,0.010427621
0.08694458,0.010512024
0.08892822,0.010440439
0.0927124,0.010463447
0.09335327,0.010217954
0.094055176,0.01029039
0.09017944,0.010210907
0.083099365,0.010228396
0.089263916,0.010456873
0.09307861,0.010184539
0.09017944,0.010452942
0.09030151,0.010206964
0.08425903,0.0102417795
0.21224976,0.010293412
0.08895874,0.010214127
0.09152222,0.010281147
0.08831787,0.01018301
0.088134766,0.010176174
0.09152222,0.010498654
0.09152222,0.01024662
0.093811035,0.010482662
0.08758545,0.010470359
0.09451294,0.010493024
0.093688965,0.010206041
0.09552002,0.010474905
0.095184326,0.010216489
0.08605957,0.0105030425
0.090270996,0.010462193
0.107299805,0.010206882
0.090545654,0.010268281
0.09970093,0.0105006015
0.0954895,0.010251424
0.09121704,0.010469449
0.18408203,0.010450247
0.09286499,0.010449821
0.09967041,0.010470105
0.09552002,0.010485686
0.08154297,0.0102056125
0.08932495,0.010202336
0.091430664,0.0102456845
0.08538818,0.010305035
0.08590698,0.010275882
0.10812378,0.010470001
0.09674072,0.010293037
0.08999634,0.010199539
0.088256836,0.010466135
0.081207275,0.010218767
0.092926025,0.0102501605
0.092163086,0.010483404
0.08679199,0.010476852
0.092926025,0.010497034
0.08746338,0.01021873
0.087646484,0.0104357
0.085998535,0.010232184
0.08831787,0.010217363
0.0897522,0.010244157
0.094818115,0.01029734
0.087524414,0.010193063
0.09085083,0.010232445
0.07183838,0.01045143
0.087646484,0.010456657
0.09970093,0.010479228
0.0892334,0.010224469
0.088378906,0.010226554
0.090545654,0.010296529
0.09109497,0.010307934
0.10119629,0.010462869
0.09112549,0.0102268
0.091674805,0.010497797
0.112976074,0.010196663
0.086364746,0.010452472
0.089019775,0.010474282
0.09680176,0.010200619
0.09555054,0.010439152
0.08856201,0.010428013
0.088134766,0.010470946
0.09649658,0.010509046
0.09185791,0.010466555
0.08648682,0.010443477
0.09588623,0.01020816
0.099823,0.010246307
0.09011841,0.010482048
0.09597778,0.010455628
0.0914917,0.010558134
0.090789795,0.010492799
0.085235596,0.010208903
0.09436035,0.010459641
0.08544922,0.01019333
0.08828735,0.0102645485
0.09173584,0.010447854
0.08639526,0.0102860285
0.091308594,0.010513215
0.093048096,0.010484313
0.092163086,0.010477691
0.09152222,0.01026844
0.08181763,0.010191208
0.08959961,0.010496183
0.089263916,0.010454364
0.0932312,0.010206602
0.09188843,0.010509897
0.09118652,0.010239646
0.09283447,0.010213239
0.09576416,0.010264633
0.08721924,0.010458564
0.08905029,0.010444943
0.0881958,0.010505439
0.08959961,0.010229167
0.10205078,0.010260435
0.087005615,0.010472245
0.08996582,0.010444439
0.0892334,0.010243677
0.09274292,0.010512623
0.08590698,0.010289473
0.11175537,0.0104587395
0.10031128,0.010468321
0.09503174,0.010192652
0.36029053,0.0104442965
0.09005737,0.0103978375
0.103302,0.0104881385
0.08538818,0.010250106
0.09057617,0.010264471
0.08364868,0.010246544
0.08648682,0.010249905
0.11706543,0.010452892
0.08880615,0.010193803
0.08337402,0.010255954
0.09805298,0.010493657
0.09158325,0.010256534
0.09262085,0.010235815
0.08581543,0.010430091
0.08834839,0.010471858
0.09213257,0.01042374
0.09411621,0.010487111
0.09338379,0.010267469
0.11239624,0.010202293
0.1251831,0.010222902
0.0954895,0.010463865
0.082733154,0.010218704
0.087127686,0.010482242
0.08682251,0.010248052
0.0921936,0.010239125
0.08502197,0.010462929
0.09112549,0.010206881
0.08566284,0.010194591
0.08602905,0.010463532
0.08343506,0.010485106
0.087005615,0.010443155
0.11785889,0.010449864
0.08557129,0.010269935
0.09237671,0.0104594305
0.0899353,0.0102299005
0.096832275,0.010476369
0.08892822,0.01021234
0.0874939,0.010459939
0.090911865,0.010475009
0.08734131,0.010222414
0.092437744,0.010485051
0.085113525,0.010458328
0.084747314,0.010223647
0.09454346,0.010458924
0.08908081,0.010469329
0.09408569,0.010458274
0.11679077,0.010216697
0.08288574,0.010462836
0.17059326,0.010243935
0.08746338,0.01019576
0.09277344,0.010313581
0.08517456,0.010232385
0.09118652,0.010262452
0.09753418,0.010502348
0.08514404,0.010245296
0.09750366,0.010245134
0.11071777,0.010215723
0.08337402,0.010467463
0.11703491,0.010222477
0.08566284,0.010265101
0.11279297,0.010474493
0.08972168,0.010470399
0.08834839,0.010417847
0.089019775,0.01022056
0.096221924,0.01023641
0.09500122,0.010445859
0.0847168,0.010271054
0.08956909,0.010242566
0.0887146,0.010263074
0.091156006,0.010474748
0.09240723,0.010462092
0.08618164,0.01024958
0.089660645,0.010489654
0.10348511,0.010507361
0.11053467,0.01049073
0.09283447,0.010275132
0.08425903,0.010260967
0.09680176,0.010202416
0.090789795,0.010478514
0.08892822,0.010424042
0.08938599,0.010262384
0.09039307,0.0104619255
0.08917236,0.010501027
0.09024048,0.010461713
0.09475708,0.010459739
0.084503174,0.010228232
0.08258057,0.0102760475
0.09524536,0.010475887
0.088897705,0.010221011
0.10006714,0.010276142
0.08267212,0.010206948
0.0921936,0.0104124015
0.093322754,0.010291785
0.08850098,0.010259203
0.0921936,0.010200444
0.083740234,0.010242187
0.08795166,0.01045063
0.09396362,0.01047278
0.08673096,0.010462397
0.08892822,0.010220769
0.09841919,0.010206861
0.091918945,0.0102464855
0.09295654,0.010191623
0.09710693,0.010485641
0.09039307,0.010467015
0.09741211,0.010258707
0.100128174,0.010483678
0.09075928,0.0102689685
0.091033936,0.010329018
0.09387207,0.010435222
0.0965271,0.010443087
0.09085083,0.010236984
0.09863281,0.010214091
0.08987427,0.010216437
0.08666992,0.010489542
0.10623169,0.010204539
0.08703613,0.010471377
0.088897705,0.010471331
0.093170166,0.010454832
0.08843994,0.010438692
0.085357666,0.01021208
0.09933472,0.010201589
0.08892822,0.010183088
0.08868408,0.010500267
0.089538574,0.010192224
0.08532715,0.010255664
0.084198,0.010280069
0.08929443,0.010261708
0.14974976,0.010223615
0.25820923,0.010307123
0.117614746,0.01043532
0.076171875,0.0102037
0.0881958,0.010471617
0.22979736,0.0102281375
0.087890625,0.010223858
0.097229004,0.010430644
0.13186646,0.0102090845
0.08270264,0.010261276
0.09637451,0.01048895
0.08718872,0.010472289
0.08639526,0.0105049005
0.087677,0.010264046
0.09289551,0.010461261
0.09194946,0.010460603
0.0909729,0.010258008
0.08761597,0.010207467
0.11816406,0.010208113
0.09738159,0.010450105
0.091796875,0.010195719
0.091796875,0.010469464
0.10177612,0.010470394
0.10140991,0.010207963
0.09536743,0.010472939
0.08053589,0.010288073
0.09527588,0.010467702
0.09283447,0.010198524
0.09915161,0.010205921
0.08862305,0.010474723
0.0859375,0.010271731
0.08944702,0.010487212
0.09146118,0.010475543
0.11691284,0.010246461
0.18218994,0.010473168
0.09399414,0.010497662
0.09957886,0.010463249
0.08401489,0.010410759
0.099823,0.010223681
0.09970093,0.010208705
0.08834839,0.01022453
0.088531494,0.010269608
0.092437744,0.01047327
0.08666992,0.010449894
0.09637451,0.010235768
0.20584106,0.010234701
0.13604736,0.010434274
0.08932495,0.010470023
0.1026001,0.010189363
0.083618164,0.01017871
0.09729004,0.010232849
0.09677124,0.010468992
0.08648682,0.010250413
0.08383179,0.010500443
0.09353638,0.010267891
0.102264404,0.010468028
0.09375,0.010473558
0.116607666,0.010258986
0.09259033,0.010472727
0.08630371,0.010489899
0.08892822,0.01029867
0.08129883,0.010219788
0.08517456,0.010267604
0.08987427,0.010480172
0.09503174,0.010487559
0.101501465,0.010263996
0.090545654,0.010436898
0.0864563,0.010473096
0.0887146,0.010414501
0.08453369,0.010265216
0.09036255,0.010470577
0.09188843,0.0104816975
0.088378906,0.010235564
0.09512329,0.010458786
0.09173584,0.01046092
0.08947754,0.010460047
0.0921936,0.010471071
0.082733154,0.010429451
0.08282471,0.010279077
0.0899353,0.01037939
0.09194946,0.010489748
0.088775635,0.01023788
0.12075806,0.010487864
0.08432007,0.010277894
0.10369873,0.010468178
0.08370972,0.010216596
0.1026001,0.010440852
0.09567261,0.01046804
0.10354614,0.010493366
0.08920288,0.010462897
0.100494385,0.010462158
0.09173584,0.010457049
0.098236084,0.010267559
0.08578491,0.010486299
0.088897705,0.010479871
0.09005737,0.010457388
0.09088135,0.010462604
0.08428955,0.010450029
0.08898926,0.010475531
0.08319092,0.010255475
0.08743286,0.010261072
0.08544922,0.010251804
0.09680176,0.010444943
0.09057617,0.0102176685
0.08731079,0.010456744
0.095581055,0.010204968
0.10168457,0.010251441
0.10003662,0.010451424
0.08880615,0.01027694
0.08532715,0.010238181
0.09213257,0.010432577
0.08621216,0.010208299
0.08728027,0.010484396
0.11001587,0.010469776
0.08810425,0.010484462
0.08578491,0.010471463
0.08859253,0.010288009
0.08758545,0.0102659715
0.07846069,0.0104623195
0.09579468,0.010454133
0.09484863,0.010187659
0.09146118,0.01026528
0.096710205,0.010253599
0.0897522,0.010205023
0.09454346,0.01046339
0.09649658,0.01045325
0.091796875,0.010497994
0.09741211,0.010458816
0.09051514,0.010222767
0.0881958,0.010477014
0.3577881,0.010475992
0.10031128,0.01052188
0.09857178,0.010215289
0.08493042,0.010218771
0.090667725,0.010501091
0.08581543,0.0104692
0.08920288,0.010463689
0.087249756,0.010417856
0.093444824,0.010464809
0.08728027,0.010302033
0.08291626,0.0102057485
0.086242676,0.010216067
0.09371948,0.010473096
0.08935547,0.010278201
0.08380127,0.010247036
0.087127686,0.010454992
0.09194946,0.010444333
0.08773804,0.010469173
0.091552734,0.010224961
0.08557129,0.010214667
0.086639404,0.010264655
0.09146118,0.010483081
0.0897522,0.0104649365
0.09301758,0.010201044
0.08428955,0.010175471
0.09234619,0.010473336
0.09359741,0.010228636
0.09249878,0.010500349
0.092559814,0.0101719275
0.085754395,0.010240288
0.10241699,0.010503903
0.082733154,0.010219424
0.08529663,0.010466036
0.08517456,0.010175304
0.11972046,0.010427615
0.10046387,0.010267684
0.09063721,0.010483558
0.088775635,0.010460493
0.10171509,0.010207059
0.093444824,0.010249669
0.08770752,0.010221775
0.08404541,0.010189705
0.09390259,0.010302164
0.0848999,0.010452286
0.0921936,0.010452402
0.09060669,0.01048952
0.0920105,0.0104728695
0.10006714,0.010489135
0.0932312,0.010463087
0.08798218,0.010487706
0.089416504,0.010461753
0.16949463,0.010197151
0.09677124,0.010467503
0.08963013,0.010239418
0.102386475,0.010285175
0.09225464,0.010276262
0.078186035,0.01019001
0.091674805,0.010479451
0.123687744,0.010184444
0.09811401,0.010201947
0.09237671,0.01050419
0.079193115,0.010452342
0.101867676,0.010240955
0.096069336,0.010463575
0.085113525,0.010474344
0.08670044,0.010189519
0.09072876,0.010477156
0.09048462,0.010476721
0.09347534,0.010447332
0.099487305,0.010432504
0.09854126,0.010234767
0.08944702,0.010231828
0.11773682,0.010209155
0.09222412,0.010471735
0.09262085,0.010198221
0.09576416,0.010203323
0.11248779,0.010459648
0.09011841,0.010474587
0.08526611,0.010188737
0.082611084,0.010200688
0.09225464,0.010204424
0.08816528,0.010263138
0.11001587,0.010478212
0.08227539,0.010191711
0.09088135,0.010217711
0.12472534,0.010186098
0.0909729,0.01026926
0.0899353,0.010516589
0.14804077,0.010196484
0.08807373,0.010464374
0.09011841,0.010483657
0.09396362,0.010430876
0.08239746,0.0102984095
0.092315674,0.01042434
0.09335327,0.010196882
0.0909729,0.010497208
0.09072876,0.010471405
0.08279419,0.010203628
0.09082031,0.0102561675
0.09567261,0.010474334
0.0977478,0.010282738
0.08883667,0.010183704
0.08383179,0.01022719
0.09475708,0.010453307
0.09283447,0.01020151
0.092559814,0.010503576
0.09182739,0.010241602
0.090148926,0.010203838
0.087402344,0.010460745
0.08630371,0.010237389
0.08810425,0.010464965
0.08566284,0.010524106
0.086639404,0.0103000635
0.08670044,0.010485947
0.08288574,0.010213211
0.091552734,0.010237226
0.09069824,0.010479852
0.090789795,0.010226323
0.09307861,0.010275146
0.08560181,0.010206648
0.089141846,0.010194033
0.10708618,0.010771828
0.10369873,0.01137942
0.1388855,0.0110234
0.09841919,0.011339038
0.09158325,0.011410295
0.10354614,0.011414841
0.09811401,0.011394151
0.098083496,0.011363462
0.09411621,0.011370871
0.14376831,0.01092996
0.09567261,0.011300178
0.09301758,0.011382906
0.12695312,0.010950222
0.09536743,0.011351186
0.10534668,0.011379199
0.09335327,0.011318636
0.100494385,0.011366816
0.10449219,0.011354129
0.1237793,0.010996401
0.12060547,0.011363292
0.09341431,0.011498004
0.10205078,0.010735179
0.09829712,0.010675497
0.092803955,0.010727798
0.09893799,0.011331668
0.1111145,0.010663611
0.09942627,0.010713457
0.115997314,0.0108404765
0.105529785,0.01072159
0.09613037,0.011379498
0.097351074,0.010729102
0.09020996,0.010548631
0.106903076,0.010713732
0.104003906,0.010798307
0.100860596,0.011424834
0.09692383,0.010532456
0.10662842,0.011386136
0.104034424,0.011317529
0.094329834,0.010644412
0.09353638,0.010628991
0.104766846,0.01067587
0.093688965,0.011441097
0.10116577,0.011426948
0.10681152,0.011467952
0.09640503,0.010714532
0.09387207,0.011403292
0.09039307,0.0113365315
0.10592651,0.0107627
0.12954712,0.011400496
0.08917236,0.011401086
0.14865112,0.01119194
0.09875488,0.0114275785
0.09625244,0.010601947
0.14212036,0.010675649
0.09790039,0.0106832385
0.09988403,0.011320471
0.100372314,0.011378769
0.09283447,0.010711372
0.13641357,0.0109194685
0.09350586,0.010752073
0.11483765,0.011458039
0.09436035,0.01141708
0.10534668,0.010692739
0.11428833,0.010841672
0.104644775,0.01142622
0.09503174,0.010615789
0.12728882,0.011044159
0.12088013,0.011312862
0.10006714,0.011298473
0.09918213,0.011422115
0.097839355,0.011455892
0.10864258,0.01073816
0.11590576,0.011439769
0.091156006,0.01062919
0.111206055,0.010853788
0.095581055,0.01143654
0.09277344,0.010723923
0.09832764,0.011280631
0.10247803,0.011489772
0.13409424,0.010957841
0.12133789,0.01145906
0.10873413,0.011450414
0.12823486,0.011007014
0.09197998,0.011314536
0.09832764,0.011283297
0.095825195,0.011353563
0.0942688,0.011420718
0.09786987,0.010647635
0.09970093,0.011356931
0.104400635,0.010683047
0.09609985,0.011462764
0.110809326,0.011395382
0.09951782,0.010729598
0.11477661,0.011411273
0.09933472,0.011469656
0.10028076,0.011434494
0.096343994,0.010694513
0.09399414,0.011416133
0.09927368,0.010699132
0.10357666,0.011347649
0.08959961,0.01136254
0.13287354,0.01077251
0.10177612,0.011392235
0.10736084,0.0107169
0.13781738,0.011136033
0.13534546,0.011239019
0.09637451,0.011347102
0.09927368,0.010703297
0.10229492,0.011354831
0.09640503,0.010711235
0.115356445,0.0107434
0.09988403,0.011314945
0.10470581,0.010739497
0.10092163,0.011390412
0.10873413,0.011401156
0.102264404,0.011394929
0.10040283,0.011342121
0.115478516,0.01062325
0.08770752,0.010518215
0.11526489,0.010744645
0.09710693,0.011380362
0.09088135,0.011449199
0.09448242,0.0114180725
0.11407471,0.011452248
0.09945679,0.011481026
0.09564209,0.0106385825
0.11785889,0.010539289
0.106536865,0.011496851
0.098480225,0.010647919
0.09677124,0.011494881
0.104003906,0.010754584
0.11343384,0.010861898
0.1071167,0.011359351
0.10040283,0.011295704
0.097839355,0.011353902
0.099121094,0.011364793
0.11605835,0.011391362
0.1015625,0.010665634
0.11276245,0.010722416
0.099365234,0.010605136
0.09799194,0.01057246
0.092926025,0.011379065
0.119018555,0.010566553
0.0987854,0.0113323005
0.095062256,0.010675656
0.10076904,0.010657678
0.09906006,0.0113809155
0.12924194,0.011004654
0.09475708,0.0107732825
0.1387024,0.010994799
0.1005249,0.011308595
0.09603882,0.011509054
0.1343689,0.011251324
0.10720825,0.011410915
0.10934448,0.0108116185
0.094573975,0.011334561
0.09857178,0.010688743
0.10232544,0.010706643
0.11129761,0.010839833
0.0982666,0.011412284
0.09957886,0.010726408
0.0921936,0.0114326365
0.1026001,0.011378576
0.09542847,0.011386003
0.09609985,0.010550835
0.09994507,0.011331819
0.12487793,0.010920155
0.12832642,0.011138522
0.09661865,0.010701115
0.097839355,0.011438226
0.113098145,0.01142632
0.14208984,0.010839792
0.110809326,0.010822114
0.13748169,0.011201751
0.11343384,0.010903911
0.095062256,0.010635979
0.09359741,0.0113806585
0.10482788,0.010833696
0.10992432,0.010747406
0.09979248,0.011427872
0.1489563,0.01069771
0.09725952,0.011433293
0.10211182,0.010657407
0.099243164,0.011493146
0.100982666,0.011361086
0.114349365,0.010841965
0.0993042,0.0108150095
0.09362793,0.011352985
0.10083008,0.01072745
