Peak-to-Peak Amplitude,RMS
0.09133911,0.011155013
0.09744263,0.011095869
0.09655762,0.011211866
0.088775635,0.010271658
0.09805298,0.011151951
0.10513306,0.01186217
0.088012695,0.010257251
0.11904907,0.0120704705
0.08761597,0.010242212
0.090423584,0.010258594
0.08972168,0.0102297785
0.09631348,0.010245703
0.09802246,0.01023026
0.11758423,0.0120806275
0.108795166,0.011082302
0.09887695,0.011109817
0.09686279,0.01103052
0.10592651,0.011256001
0.09353638,0.011097392
0.10751343,0.011030274
0.12503052,0.011114657
0.114349365,0.011081189
0.101379395,0.011016858
0.09362793,0.010243511
0.08493042,0.010172154
0.09957886,0.011199926
0.11730957,0.0120725725
0.101623535,0.0111254575
0.097473145,0.010269945
0.0854187,0.010173628
0.114471436,0.012206366
0.08517456,0.010224014
0.10598755,0.012163358
0.1098938,0.011147751
0.11203003,0.011312827
0.09146118,0.011110014
0.08981323,0.010213639
0.09375,0.011150876
0.24176025,0.011068408
0.11407471,0.012145372
0.11087036,0.011362209
0.10757446,0.011142484
0.08782959,0.010191122
0.14910889,0.011144741
0.09036255,0.010230555
0.14508057,0.010234006
0.0965271,0.011094926
0.094696045,0.011102219
0.11917114,0.012124764
0.100738525,0.0120655075
0.11932373,0.01204178
0.110076904,0.0119901365
0.09515381,0.0111651
0.09655762,0.011160189
0.11022949,0.011233289
0.11151123,0.011081878
0.108551025,0.011147399
0.11816406,0.012115822
0.091430664,0.011144782
0.09182739,0.011106964
0.12200928,0.012110621
0.10916138,0.011209709
0.118774414,0.011322576
0.09799194,0.011134196
0.09359741,0.011146557
0.1109314,0.012138908
0.08963013,0.01024562
0.10620117,0.011141651
0.11859131,0.01210461
0.08654785,0.010182969
0.11065674,0.011996892
0.100860596,0.010220181
0.075531006,0.010270287
0.16390991,0.011102684
0.11709595,0.0112956045
0.090545654,0.011216085
0.0965271,0.011111312
0.103271484,0.011144291
0.09640503,0.011295232
0.114471436,0.011920017
0.10473633,0.011056655
0.08843994,0.011201653
0.12185669,0.011935844
0.10076904,0.011129011
0.113708496,0.01125282
0.09411621,0.011051361
0.1184082,0.011276218
0.10482788,0.011119762
0.09552002,0.011121782
0.11178589,0.012052809
0.11022949,0.011283765
0.09890747,0.011122187
0.10586548,0.012169896
0.10775757,0.012075074
0.08895874,0.010199028
0.092559814,0.010167057
0.09240723,0.010248108
0.11239624,0.010260224
0.09176636,0.011172131
0.105773926,0.011135706
0.10153198,0.010281314
0.089538574,0.011185172
0.11495972,0.011252876
0.082214355,0.010178521
0.097351074,0.011137822
0.10147095,0.010996642
0.09680176,0.011107394
0.09365845,0.011140452
0.100372314,0.012086817
0.089263916,0.010196619
0.11303711,0.011107141
0.08682251,0.010245188
0.087890625,0.011282143
0.10580444,0.011170956
0.084503174,0.010282103
0.08441162,0.010243859
0.122161865,0.012073661
0.11593628,0.012129153
0.0977478,0.011193701
0.117492676,0.011303308
0.09094238,0.011074005
0.10519409,0.011253256
0.09689331,0.011116158
0.086120605,0.010229041
0.09957886,0.011150852
0.09451294,0.011147731
0.11932373,0.012160573
0.11077881,0.011246654
0.09466553,0.0111871045
0.111846924,0.012044508
0.093444824,0.011254051
0.0920105,0.0102503495
0.09777832,0.011086714
0.114471436,0.012108596
0.1000061,0.011102507
0.10498047,0.012096768
0.08352661,0.010218672
0.11785889,0.012059622
0.09970093,0.010268287
0.09274292,0.010185045
0.0965271,0.011185295
0.26760864,0.011204466
0.08557129,0.011012448
0.091033936,0.01114999
0.12149048,0.011200365
0.110565186,0.011171637
0.09295654,0.011093947
0.09259033,0.011044167
0.1302185,0.011120539
0.08984375,0.010232857
0.102142334,0.011856064
0.10839844,0.012151892
0.085632324,0.0102280695
0.10467529,0.010205691
0.09466553,0.010255071
0.09863281,0.010259757
0.10675049,0.011202002
0.088653564,0.010242445
0.09249878,0.011077295
0.093322754,0.010251847
0.1184082,0.012040166
0.11627197,0.012156653
0.15512085,0.010250804
0.102752686,0.012094553
0.09338379,0.010180195
0.10153198,0.0111887995
0.10992432,0.011141937
0.112091064,0.011128061
0.10229492,0.011148683
0.09573364,0.011034864
0.08987427,0.011139029
0.102630615,0.0113133835
0.09637451,0.0110717425
0.11669922,0.011958441
0.08874512,0.011032237
0.09326172,0.0101649435
0.109680176,0.012137872
0.090911865,0.010265242
0.09140015,0.011083645
0.08337402,0.010181216
0.08395386,0.010210115
0.099090576,0.01111851
0.1000061,0.01106589
0.109436035,0.012145464
0.10852051,0.012169815
0.10531616,0.011052609
0.12420654,0.011100986
0.10354614,0.011261125
0.1322937,0.01019532
0.11785889,0.012171309
0.10058594,0.011178776
0.11682129,0.011281608
0.16030884,0.011121885
0.108673096,0.0120385
0.09698486,0.011075157
0.19192505,0.011140644
0.09976196,0.0111088315
0.15304565,0.010210017
0.106933594,0.011857816
0.09567261,0.011111334
0.09451294,0.010250694
0.09213257,0.011199991
0.111450195,0.012194216
0.08496094,0.010154917
0.1043396,0.011145369
0.09561157,0.011252107
0.08477783,0.010239006
0.13198853,0.011184277
0.1272583,0.011137192
0.12734985,0.011247231
0.09451294,0.01105254
0.10650635,0.01199791
0.1182251,0.012169388
0.11062622,0.011286853
0.093048096,0.0111149615
0.096221924,0.011024989
0.0859375,0.010252797
0.11175537,0.012068197
0.092681885,0.010205045
0.09991455,0.010156885
0.09051514,0.010192772
0.09423828,0.011161208
0.104034424,0.0112359375
0.10626221,0.012027252
0.110961914,0.0120239295
0.09689331,0.011134095
0.097473145,0.010952573
0.09649658,0.011250202
0.101257324,0.011125714
0.094573975,0.011039123
0.14865112,0.011202909
0.09609985,0.01111472
0.10211182,0.011296306
0.10369873,0.011084368
0.10385132,0.011073295
0.107055664,0.011111429
0.0953064,0.011079683
0.11090088,0.012091554
0.08364868,0.010240863
0.102386475,0.011068822
0.09365845,0.01017994
0.08935547,0.010223845
0.11947632,0.011195032
0.10934448,0.011126031
0.10470581,0.010251336
0.08792114,0.010250857
0.10733032,0.01211805
0.11175537,0.012119864
0.14797974,0.011007038
0.105773926,0.0112396395
0.09246826,0.011139973
0.10147095,0.011044616
0.096343994,0.011187228
0.115234375,0.01125042
0.1116333,0.010266571
0.10458374,0.01116445
0.09698486,0.011122749
0.11795044,0.011125118
0.10681152,0.011911675
0.09240723,0.010263996
0.11190796,0.012154559
0.0953064,0.011052985
0.09701538,0.010249701
0.10562134,0.012140265
0.10308838,0.011161435
0.10366821,0.011915018
0.19082642,0.012094874
0.094177246,0.011095798
0.087249756,0.010272379
0.10131836,0.010283012
0.106903076,0.0110923955
0.102386475,0.010995707
0.10998535,0.011163535
0.119506836,0.011199523
0.11526489,0.011334835
0.09210205,0.011186343
0.18008423,0.012190719
0.10394287,0.012046845
0.085876465,0.010212326
0.09048462,0.010254275
0.110198975,0.011279549
0.101135254,0.011131168
0.112854004,0.012128083
0.12298584,0.012129706
0.28378296,0.011153131
0.090667725,0.011119402
0.088653564,0.010205375
0.101867676,0.012050625
0.098358154,0.011249325
0.18893433,0.010259317
0.09942627,0.011073783
0.10281372,0.010979293
0.12792969,0.0113032395
0.09957886,0.011124947
0.112579346,0.011121168
0.09475708,0.011197354
0.092681885,0.011186734
0.12948608,0.012118296
0.11663818,0.011876546
0.09454346,0.0102461595
0.11071777,0.012087139
0.08557129,0.010212568
0.0965271,0.010230971
0.12426758,0.0120927105
0.11062622,0.012045667
0.1177063,0.01214591
0.10772705,0.012076157
0.1133728,0.012127908
0.087890625,0.010263549
0.088012695,0.0102437325
0.099975586,0.011058107
0.09573364,0.010268759
0.098724365,0.011172011
0.09741211,0.011070027
0.1430664,0.011107994
0.093566895,0.011023925
0.16073608,0.010978278
0.09365845,0.0112572545
0.13208008,0.010258571
0.09286499,0.0102806045
0.105041504,0.011186667
0.10437012,0.011119136
0.11343384,0.012081324
0.08648682,0.010252925
0.10266113,0.011100425
0.14944458,0.0121005885
0.103759766,0.011175901
0.11047363,0.011047874
0.090148926,0.010229777
0.08862305,0.0102747725
0.091552734,0.010255951
0.09237671,0.011199262
0.09710693,0.0102429325
0.11230469,0.011126416
0.09173584,0.011054546
0.0953064,0.011092883
0.11730957,0.011255536
0.08514404,0.010274522
0.097717285,0.011174418
0.084747314,0.010250195
0.09286499,0.010237159
0.10021973,0.011079435
0.10122681,0.011131125
0.11416626,0.012135232
0.090545654,0.010200097
0.082611084,0.0102703795
0.11227417,0.011917464
0.104522705,0.011216327
0.12185669,0.0120789455
0.10620117,0.011129042
0.094818115,0.011308056
0.09890747,0.011154285
0.11489868,0.011986568
0.09869385,0.011088106
0.08938599,0.010207897
0.10128784,0.010964972
0.0942688,0.011078962
0.09918213,0.011106235
0.09082031,0.011065044
0.106933594,0.012134359
0.09841919,0.011168599
0.117767334,0.012107186
0.08633423,0.010279879
0.10946655,0.012177787
0.08792114,0.0102473
0.09915161,0.011201353
0.12130737,0.01122386
0.08605957,0.010217785
0.11477661,0.011128303
0.08795166,0.010186295
0.09725952,0.010259309
0.09408569,0.011183526
0.10684204,0.011307044
0.104156494,0.011182604
0.11758423,0.011047899
0.10360718,0.0110448785
0.10522461,0.011250775
0.10836792,0.012111689
0.100250244,0.010250375
0.10757446,0.0110707125
0.10662842,0.011271531
0.09439087,0.011053508
0.095825195,0.011084186
0.099823,0.010988522
0.102630615,0.011116637
0.1156311,0.0113738775
0.09527588,0.0111898575
0.09448242,0.011180684
0.09799194,0.012134369
0.109191895,0.0119550405
0.108795166,0.011935982
0.1161499,0.012170667
0.11532593,0.0120341955
0.091796875,0.010230123
0.09524536,0.011200205
0.091156006,0.010261047
0.11206055,0.01128262
0.108673096,0.011152644
0.096710205,0.011139898
0.10284424,0.011129706
0.11627197,0.012154841
0.15646362,0.01124525
0.10342407,0.011214119
0.09024048,0.011085501
0.0826416,0.010185969
0.11010742,0.012047573
0.11053467,0.012108126
0.108062744,0.011912822
0.08703613,0.01112695
0.107940674,0.012055122
0.096191406,0.011062361
0.106536865,0.012125685
0.11413574,0.0121465465
0.10424805,0.011192666
0.10839844,0.011241404
0.1187439,0.011401111
0.091674805,0.010246089
0.10040283,0.011147964
0.09289551,0.011096388
0.121917725,0.012084155
0.10128784,0.011004591
0.12332153,0.011047511
0.096954346,0.01097087
0.09500122,0.011083378
0.121154785,0.011318225
0.0864563,0.0102381995
0.08364868,0.010234358
0.10784912,0.0118976375
0.102752686,0.010244299
0.09579468,0.011083949
0.117889404,0.01186121
0.109954834,0.01193335
0.13104248,0.011341101
0.10916138,0.011058769
0.0819397,0.0102468645
0.094818115,0.011097239
0.100372314,0.010955858
0.09854126,0.011138375
0.096710205,0.011169302
0.090911865,0.011114286
0.0975647,0.011095254
0.09146118,0.011181299
0.10095215,0.011249916
0.11843872,0.012110454
0.08596802,0.010227277
0.10342407,0.010260204
0.11050415,0.012098612
0.111083984,0.011979745
0.09915161,0.010258688
0.09265137,0.010217994
0.110687256,0.0120875
0.09036255,0.010174309
0.11517334,0.01232024
0.10546875,0.011083901
0.11193848,0.011368599
0.107543945,0.01106843
0.10861206,0.011126444
0.11505127,0.011190952
0.096191406,0.01104926
0.089263916,0.0111087905
0.09188843,0.011025538
0.1071167,0.012128249
0.092803955,0.010277852
0.1105957,0.011079405
0.102264404,0.011091479
0.08786011,0.010249832
0.086883545,0.010244319
0.090026855,0.011129604
0.103759766,0.012066058
0.08868408,0.010172134
0.118499756,0.01127843
0.10809326,0.011123009
0.1020813,0.011066416
0.10913086,0.012186125
0.09420776,0.011144487
0.10519409,0.011147928
0.09295654,0.011237343
0.12124634,0.011920493
0.11206055,0.012098617
0.11505127,0.011033531
0.09664917,0.011086327
0.09674072,0.011131448
0.10449219,0.011161163
0.11315918,0.012125618
0.09475708,0.010169422
0.098846436,0.011113209
0.10852051,0.012102155
0.11114502,0.012054608
0.0927124,0.011100644
0.10211182,0.011852504
0.08963013,0.010221673
0.14263916,0.011191478
0.08657837,0.010232867
0.09988403,0.011212045
0.09829712,0.011169465
0.11517334,0.011255175
0.081726074,0.010249185
0.09875488,0.011196304
0.099823,0.011022084
0.093322754,0.011238611
0.11376953,0.012109481
0.10903931,0.012114918
0.10958862,0.011120152
0.12484741,0.010275578
0.09750366,0.010238613
0.07992554,0.010263251
0.109558105,0.012028392
0.111083984,0.01111031
0.08389282,0.010234495
0.102264404,0.011148023
0.10147095,0.0111050615
0.10494995,0.011048153
0.09146118,0.011061261
0.11343384,0.010938451
0.09439087,0.011188411
0.100250244,0.011171504
0.08520508,0.011274152
0.104522705,0.011881282
0.11462402,0.011893354
0.12097168,0.010252235
0.13418579,0.01019479
0.10708618,0.011121084
0.10244751,0.011157623
0.10848999,0.011091608
0.10726929,0.01126078
0.087402344,0.011118213
0.1222229,0.011401821
0.11383057,0.011240435
0.08560181,0.010130673
0.11956787,0.012138107
0.08441162,0.0101962015
0.09146118,0.010260595
0.086883545,0.0101977205
0.0953064,0.011170068
0.09259033,0.011108747
0.08389282,0.010267409
0.113220215,0.012067739
0.11254883,0.012147045
0.12182617,0.012138657
0.0953064,0.011123279
0.0947876,0.011145255
0.0987854,0.011085929
0.09933472,0.0111295525
0.115234375,0.011214132
0.09713745,0.011161138
0.11053467,0.01211371
0.099365234,0.0111767445
0.086761475,0.010246329
0.11734009,0.012188804
0.09875488,0.011179031
0.0942688,0.011145382
0.11303711,0.012194617
0.087677,0.010180937
0.09188843,0.010142135
0.12020874,0.012169353
0.084198,0.01018172
0.10534668,0.011224422
0.114990234,0.011018145
0.10632324,0.012085231
0.10266113,0.0112098325
0.11148071,0.011262586
0.10223389,0.011100532
0.1003418,0.011181089
0.103271484,0.0110732
0.10751343,0.011194684
0.110961914,0.012071694
0.10571289,0.012050645
0.095947266,0.011165111
0.085876465,0.010195337
0.09515381,0.010257137
0.097351074,0.01118959
0.10696411,0.012152818
0.08538818,0.010241183
0.14266968,0.011237153
0.09674072,0.01103549
0.088134766,0.0102007855
0.11508179,0.012060068
0.08746338,0.01103776
0.11242676,0.011329407
0.122558594,0.011309988
0.09436035,0.011137673
0.10684204,0.011262892
0.09561157,0.011105454
0.111206055,0.011199158
0.11288452,0.0111826435
0.09338379,0.010200717
0.09259033,0.010247509
0.114349365,0.012035065
0.11578369,0.011143204
0.10446167,0.011124065
0.11160278,0.012015324
0.10003662,0.010278962
0.10757446,0.012138266
0.103637695,0.011098178
0.10836792,0.011226413
0.08666992,0.010207481
0.08758545,0.010266827
0.08654785,0.010260802
0.110076904,0.012108917
0.09536743,0.011057341
0.10247803,0.011320749
0.09295654,0.011123456
0.092437744,0.011132413
0.09921265,0.011011802
0.33200073,0.011157538
0.11645508,0.011069461
0.10784912,0.011184173
0.11264038,0.011904372
0.12530518,0.012139135
0.15759277,0.010903019
0.09677124,0.011166755
0.11004639,0.012146252
0.088378906,0.010244379
0.0920105,0.010244314
0.10501099,0.011156917
0.0920105,0.011065024
0.09310913,0.010240332
0.10687256,0.012090436
0.09701538,0.011092287
0.08850098,0.010226883
0.100616455,0.010997708
0.09265137,0.011047137
0.09353638,0.011102705
0.09744263,0.011087942
0.0791626,0.010277996
0.09490967,0.011033358
0.16049194,0.010264716
0.10900879,0.011262584
0.13183594,0.011143809
0.09005737,0.010218628
0.110839844,0.012092586
0.08615112,0.010177083
0.1038208,0.011087022
0.11569214,0.0121753
0.111450195,0.012130924
0.109436035,0.011163026
0.09613037,0.011118677
0.10043335,0.01204037
0.107421875,0.012073352
0.09503174,0.01104712
0.101989746,0.011006727
0.09817505,0.0110846255
0.092285156,0.01123759
0.11553955,0.011171901
0.1116333,0.012057094
0.10449219,0.011229531
0.104644775,0.011904836
0.11264038,0.010202237
0.085235596,0.0102494
0.09750366,0.011106981
0.105041504,0.011102431
0.09136963,0.01016598
0.09396362,0.010250554
0.09161377,0.010282863
0.08935547,0.010227574
0.112335205,0.012063675
0.10430908,0.011290722
0.0953064,0.011038906
0.09631348,0.01117017
0.091552734,0.01116925
0.10122681,0.01108641
0.108306885,0.011174016
0.09005737,0.010242867
0.091674805,0.011114411
0.114746094,0.012030901
0.11312866,0.011094506
0.0970459,0.011164614
0.12719727,0.011100084
0.09762573,0.01109354
0.12411499,0.011384001
0.09609985,0.011069179
0.096466064,0.010252037
0.09512329,0.01106812
0.11114502,0.012105683
0.084472656,0.01026307
0.09240723,0.010165129
0.09277344,0.010267533
0.11791992,0.011826705
0.11260986,0.012087559
0.09829712,0.0110842
0.11605835,0.012108755
0.09637451,0.011128285
0.09899902,0.011237204
0.10430908,0.011190455
0.11001587,0.01147398
0.10409546,0.011078794
0.11428833,0.012104906
0.09384155,0.010252346
0.088012695,0.01028765
0.10437012,0.01109433
0.10147095,0.011146832
0.104003906,0.012070155
0.098602295,0.011088561
0.106048584,0.012089841
0.110198975,0.012105203
0.09320068,0.011004879
0.09347534,0.011232033
0.088012695,0.010272388
0.08694458,0.010210635
0.09262085,0.011016833
0.11758423,0.011956563
0.1105957,0.011208505
0.10498047,0.0111713065
0.12335205,0.01132571
0.097351074,0.011135329
0.09573364,0.010247525
0.102508545,0.01120928
0.13128662,0.012164154
0.120666504,0.011262277
0.11444092,0.01117442
0.1065979,0.01207439
0.08279419,0.01016907
0.10281372,0.012069727
0.11328125,0.012053369
0.09402466,0.0102281645
0.10134888,0.011122503
0.11956787,0.01108007
0.089263916,0.010257099
0.10446167,0.012097053
0.10702515,0.011116841
0.10107422,0.011137176
0.101623535,0.011217969
0.10220337,0.011149255
0.11190796,0.011026603
0.09954834,0.011208209
0.093566895,0.011089273
0.10958862,0.0111715365
0.09487915,0.010245575
0.23590088,0.010240951
0.090423584,0.011032061
0.09786987,0.010249902
0.08963013,0.011032599
0.15176392,0.01134985
0.123168945,0.01024518
0.08557129,0.010265913
0.10671997,0.012116365
0.079711914,0.010184513
0.14190674,0.012159706
0.08483887,0.010242877
0.080718994,0.010220559
0.09738159,0.011215976
0.111816406,0.011057865
0.08053589,0.010252984
0.08444214,0.010294046
0.093444824,0.01126864
0.12225342,0.011989932
0.20779419,0.011993032
0.10192871,0.011054267
0.1234436,0.011330862
0.10357666,0.011294874
0.09274292,0.011148358
0.13375854,0.011225817
0.09515381,0.011223366
0.098480225,0.011116048
0.10702515,0.011238915
0.115753174,0.01201711
0.08956909,0.01121119
0.08816528,0.010167435
0.10507202,0.01210217
0.15029907,0.011145991
0.1109314,0.012046828
0.11682129,0.011947394
0.111450195,0.0119513
0.08102417,0.010175176
0.1116333,0.012152836
0.09347534,0.0110123865
0.10681152,0.011062347
0.089263916,0.0102484515
0.098846436,0.01109571
0.10891724,0.011011918
0.09609985,0.011063834
0.096832275,0.011168032
0.10479736,0.011210283
0.108184814,0.011125297
0.091430664,0.010198795
0.118621826,0.012144293
0.09396362,0.011203245
0.08526611,0.010164409
0.118896484,0.012132205
0.10418701,0.011112636
0.09890747,0.01111848
0.089141846,0.01023025
0.10864258,0.012160352
0.116241455,0.01124483
0.09713745,0.011030979
0.09072876,0.01023972
0.107910156,0.012079843
0.11483765,0.012153367
0.13497925,0.011250769
0.103271484,0.011130216
0.105773926,0.011104538
0.09500122,0.011164731
0.12414551,0.011409003
0.10128784,0.011127736
0.26867676,0.010256545
0.10675049,0.01208334
0.09185791,0.010208419
0.11212158,0.012121499
0.09320068,0.010202223
0.104156494,0.012069311
0.091430664,0.010199874
0.10366821,0.012046576
0.10241699,0.011111092
0.08847046,0.011061717
0.10595703,0.0112747
0.100738525,0.011152442
0.09945679,0.011217663
0.10421753,0.0110931145
0.10534668,0.01115305
0.13467407,0.011298322
0.09674072,0.011152865
0.10244751,0.011186395
0.124938965,0.0110668335
0.14328003,0.011275441
0.094055176,0.011112768
0.113983154,0.011302348
0.09555054,0.011000987
0.093811035,0.010277004
0.10769653,0.012108448
0.10934448,0.012042371
0.11135864,0.010167253
0.08843994,0.010244041
0.14056396,0.010242363
0.09085083,0.011102319
0.107940674,0.012130232
0.10412598,0.011117268
0.096588135,0.011200726
0.10644531,0.011076311
0.0821228,0.010260408
0.09667969,0.011084262
0.10348511,0.011375354
0.10357666,0.011093928
0.0904541,0.010251871
0.080718994,0.010210145
0.11853027,0.011091322
0.10317993,0.011123826
0.112579346,0.0119686145
0.104400635,0.012122324
0.0927124,0.011060244
0.097076416,0.010255408
0.15097046,0.01209675
0.102264404,0.01112122
0.08657837,0.01028149
0.11053467,0.011226704
0.1161499,0.01134194
0.10131836,0.01116217
0.11477661,0.012140154
0.08947754,0.010227715
0.11242676,0.011157702
0.1005249,0.011087862
0.100494385,0.010878314
0.10592651,0.011196937
0.13192749,0.011933211
0.09210205,0.010251345
0.092681885,0.010258691
0.10986328,0.012131913
0.092285156,0.011062344
0.1065979,0.012171837
0.11129761,0.012026833
0.09591675,0.01113373
0.09906006,0.011029594
0.10473633,0.011289714
0.08950806,0.010202863
0.101867676,0.011140172
0.114105225,0.011260308
0.15283203,0.011148119
0.10177612,0.011064841
0.10559082,0.011067396
0.09921265,0.011137006
0.12814331,0.011086647
0.12594604,0.011005399
0.09777832,0.010181366
0.10903931,0.01209048
0.100860596,0.011068794
0.12335205,0.0112286
0.100250244,0.011868973
0.092681885,0.010170883
0.10916138,0.012067481
0.09637451,0.012179826
0.08407593,0.010262762
0.08526611,0.0102502275
0.09945679,0.0101784635
0.10205078,0.010203539
0.11529541,0.0120505905
0.08694458,0.010224074
0.119903564,0.01208277
0.12384033,0.01128866
0.10498047,0.011179444
0.110443115,0.0120741
0.09585571,0.011102869
0.1048584,0.011094626
0.111846924,0.011104659
0.10571289,0.011089755
0.107666016,0.011284325
0.0942688,0.011084126
0.09207153,0.011090567
0.10253906,0.011110953
0.10058594,0.011052732
0.102508545,0.0112752635
0.09298706,0.010994903
0.12734985,0.012085316
0.13815308,0.01214209
0.115875244,0.010210861
0.111694336,0.012015404
0.095336914,0.011115965
0.08679199,0.010223755
0.11959839,0.012117707
0.11697388,0.012106617
0.09365845,0.011004534
0.09643555,0.011167199
0.12249756,0.011346949
0.09170532,0.010257377
0.10961914,0.01116502
0.10031128,0.011087935
0.1546936,0.010253221
0.095214844,0.011099395
0.10684204,0.011087624
0.10128784,0.011252439
0.086883545,0.010200068
0.08270264,0.010171472
0.10437012,0.012081305
0.123168945,0.012105791
0.098846436,0.011135771
0.12548828,0.012088685
0.10345459,0.011079201
0.105285645,0.012109703
0.09732056,0.0110602025
0.10461426,0.012111978
0.10247803,0.011147282
0.10726929,0.011206183
0.087402344,0.010215604
0.108184814,0.011118467
0.11138916,0.011158458
0.11941528,0.011257442
0.10974121,0.01114697
0.103759766,0.011146639
0.11755371,0.012125856
0.10470581,0.012096411
0.09954834,0.010182321
0.15518188,0.01017511
0.10775757,0.012036794
0.13143921,0.011984006
0.12023926,0.01214373
0.096466064,0.011208402
0.099975586,0.011160151
0.10021973,0.0111138215
