Peak-to-Peak Amplitude,RMS,Standard Deviation,Area Under Signal,Peak Positive,Peak Negative,Number of Peaks,Distance from Mean,SNR,Spectral Entropy,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Zero Crossing Rate,Distance from Mean ftt,distance_from_mean_mfcc
-0.31685249123526366,-1.191652205725517,-1.1916511997506216,-0.977379942721933,-0.17592944889096174,0.42589463961065677,0.2725909621141842,-0.9773767549988075,-0.2236044006584349,-0.4393518047155522,-0.8234253856092947,-1.0336608656372186,-1.0353879215211386,-0.6176218310396104,0.39628532607586614,-1.150029721840385
-0.533924674894311,-1.1947037625101598,-1.1947071347244411,-0.9744480018699714,-0.44231965595068,0.576849416256428,0.2725909621141842,-0.9744487701006785,-0.4169000576298795,-0.7016289245856625,-1.105807385570995,-1.3963605191928414,-0.9546777011026517,-0.81395453935103,0.6076917720370074,-1.150029721840385
-0.33618083635558976,-1.3200824675606666,-1.320083653127402,-1.0830346668778081,-0.3380800097099207,0.3056899100593944,-1.0220795393098967,-1.0830364532736851,-0.15589335648906272,0.3001013576988263,0.7596623278596705,1.0825004465091543,1.1893236729218692,0.4537658977557543,-1.3762940589794566,-1.150029721840385
-0.15330495560173485,-0.749172093822085,-0.7491754574453783,-0.577872336943651,-0.5233949363601595,-0.21706089054725825,0.2725909621141842,-0.5778700317786019,-0.3988719599512826,0.326358089620205,0.8342760684526284,1.6272933755966137,0.9634927891191466,0.09394818513896261,-1.7776062936844537,-1.150029721840385
-0.3138788996782904,-1.2816972105888527,-1.281696206350255,-1.1195929226155934,-0.43942411022177,0.1659169687207172,-1.0220795393098967,-1.1195917512163722,0.36249248212229146,0.36924871145813876,-0.1561126148833702,-0.2187630273655481,-1.2636851958682596,-0.0457033958689043,-0.30848439013408635,-1.150029721840385
-0.40606023794446117,-0.795291317881519,-0.7952924933289411,-0.6580239237698121,0.006489932030367102,0.7697360753038026,-1.0220795393098967,-0.6580236183648804,-0.4437962287043274,-0.23000452165956187,0.30040297715755493,0.9830001791950973,1.7943450662558118,-0.06599250446057472,-0.6531434705373843,-1.150029721840385
-0.7911403445724972,-0.6993008121379183,-0.6992976076040633,-0.5388589269566861,-0.7202920459260382,0.7920997459179909,-1.0220795393098967,-0.5388516654587726,-0.5498679501272701,-0.08692362786406224,0.48499891857525984,0.985152327135114,1.6683566173364393,0.14102896394796977,-1.1652337923682734,-1.150029721840385
-0.6811174569644869,-0.8140494169400575,-0.8140484036840162,-0.6200926808854268,-0.3959909242881203,0.8983271813353856,0.2725909621141842,-0.6200908815807595,-0.5429324211965463,-0.8164216910540448,-1.1718426195016736,-1.4827161908053528,-0.8259169591051397,-0.8880502522958514,0.6062681268387856,-1.150029721840385
-0.44471692818511344,-0.7095325025334848,-0.7095314872620905,-0.5432805786463852,-0.6276345826009189,0.2302125217365087,0.2725909621141842,-0.5432807372092362,-0.46065095855399874,-0.03684531503563736,0.3987168340936441,0.9488022312226885,1.537878071950279,0.05320252001676309,-0.9865183553827062,-1.150029721840385
-0.8074950981358501,-0.7817738407329047,-0.7817706377893404,-0.5059369109529801,-0.598679125311819,0.9402590637369888,0.2725909621141842,-0.5059390379172207,-0.6225529401689622,0.3403002754794667,0.668439781184702,1.4171307362172405,0.7491659608967839,-0.16621009586729915,-1.991031424047761,-1.150029721840385
-0.9755030211048387,-1.3244562196809793,-1.324457405332052,-1.168785034143275,-1.0388020761061363,0.8312361694928205,0.2725909621141842,-1.168788821793548,-1.2962218738499256,-2.1336617467292096,-1.3385729702462252,-0.7883190054544804,-0.4522570861422559,-1.1948427842741647,0.6033673107195573,-1.150029721840385
-0.45215090707754657,-0.8125783651758682,-0.8125773518914613,-0.5732706537981297,-0.43652856449286004,0.4286900984374303,0.2725909621141842,-0.5732727987333133,-0.44233004056954667,-0.5579592205276299,-0.9359026710145534,-1.0967864625584505,-0.7578541206137436,-0.7530034896065894,0.27748324650706657,-1.150029721840385
-0.5309510833373378,-1.291188996972074,-1.2911923710468372,-1.0162034294148437,-0.15855617451750184,0.8452134636266883,2.861931964962346,-1.0162096493022856,-1.552506934500724,-1.8675657717278142,-1.4806554883644956,-0.8503256694161705,0.0429819421703953,-1.418441598629686,0.05380064126828984,-1.150029721840385
-0.7286949218760589,-1.403354504926381,-1.403355692098814,-1.1794088684044315,-0.6826499514502085,0.7110314399415582,-1.0220795393098967,-1.1794151318503554,-0.3124470204273677,0.0681732010746985,0.4964531326191496,1.1510200195435782,1.5751620440800385,0.05543515920154139,-1.1259973521493123,-1.150029721840385
-0.3242864701276968,-1.2146286332804732,-1.214627627748622,-1.0221741429716722,-0.598679125311819,0.03173494503558711,-1.0220795393098967,-1.022174429348136,-0.12874418449714492,0.3177656655748139,0.7941359152833735,1.0247150305030626,0.904596590238,0.5364851795517811,-1.3797843531885736,-1.150029721840385
-0.0328744975443182,-1.2610740280435742,-1.2610730234073089,-1.0166920862235038,-0.08616753129475231,-0.021378772673110214,0.2725909621141842,-1.0166943495050162,-0.2771115733883269,0.19105369707772946,0.7635243379449618,1.2972817328967807,1.9169608086524768,0.27339655961549786,-1.335727122222704,-1.150029721840385
-0.4967547804321453,-0.6498345075019286,-0.6498378692097396,-0.4970342565441899,-0.4104686529326702,0.5377129926815984,1.567261463538265,-0.49703638113236936,-0.30950125510581644,0.4240333005992375,0.2898785149261869,0.8087026462127982,-1.4462609524184828,-0.22822164922450977,-1.837945076326471,-1.150029721840385
-0.9383331266426731,-1.3429560090547346,-1.3429659513232004,-0.27576570550047275,-1.383372017846424,0.4286900984374303,0.2725909621141842,-0.27576826562554235,-0.9660137705578575,0.5661174227360207,0.09247116252675075,0.2638311892239911,0.20799128311583726,-0.8949993417584732,-2.1280892507824305,-1.150029721840385
-0.5636605904640435,-1.1765629798169506,-1.1765597844859288,-0.9831607329847073,-0.2251537262824314,0.8424180047999147,-1.0220795393098967,-0.9831659548691789,0.09206736538370468,-0.07757416205255736,-0.3189322475688237,-0.4005097575613118,-0.25648143878104834,-0.2207981239351227,0.1961450020520202,-1.150029721840385
-0.8639933377183419,-1.3343092018098721,-1.3343081985857679,-1.1374259285802233,-0.7753074147753279,0.8759635107211973,-1.0220795393098967,-1.1374366321495633,-0.4354738026480093,-0.522365640157515,-0.9192934401418408,-1.0863467339925454,-0.9023140059518048,-0.7041086914599501,0.12707040436798428,-1.150029721840385
0.09945032674099147,-1.2956459335671475,-1.2956449295975168,-1.6207945605216623,0.12520730691567633,-0.06610611390148691,-1.0220795393098967,-1.6207964904421968,2.2533486558669984,1.2808405541240164,0.9179915907639463,-0.11289395174901506,-1.1213238200538176,1.5751368363003377,0.7702542581089612,-1.150029721840385
-0.0849123497913501,-0.6874579698101445,-0.6874569541130968,-0.5862764427055489,0.15416276420477615,0.3084853688861679,-1.0220795393098967,-0.5862756235596324,-0.3808389935265076,-0.6442619818645979,-0.7722908200881043,-0.6368465600487249,-0.689176692326344,-0.7397192864571601,0.45730534518968907,-1.150029721840385
-0.17263330072206098,-0.6542717425108746,-0.6542751043042467,-0.541852197205686,-0.09774971421039223,0.2302125217365087,0.2725909621141842,-0.541848893243006,1.4511837730532424,1.1720242118203432,0.6514632144279224,0.13761615058670787,-1.258532763364926,0.9442488186616813,0.029556964543102283,-1.150029721840385
-1.057276788921603,-0.7163448732033613,-0.7163460471284944,-0.3039337040498848,-1.082235262039786,0.9430545225637623,0.2725909621141842,-0.3039352825087249,-0.7044690729643591,0.49655369600534566,0.8389334840122341,1.5335483039168847,0.8122123598951582,-0.15180957312548066,-2.3959048571660833,-1.150029721840385
-0.31239210389980376,-1.2450281806752597,-1.2450293647947568,-1.0485754592128511,0.10493848681330648,0.6886677693273698,0.2725909621141842,-1.0485757526356563,-0.12275249678980697,0.07774557362844797,-0.1653911665042533,-0.007208571810563928,-0.2776013404142189,-0.2345846709011268,-0.5331019576734531,-1.150029721840385
-0.652868337173241,-1.2972023588712227,-1.2972013549316037,-1.0986301390343622,-0.6652766770767486,0.5852357927367488,-1.0220795393098967,-1.0986334133687012,-0.35213947364444453,-0.5840393093702488,-0.7374030928275281,-0.6473363237782566,-0.46090697802302044,-0.6485717917385961,0.3099226150716268,-1.150029721840385
-0.31239210389980376,-0.6988586209826114,-0.6988576055053974,-0.5191326231544535,-0.15276508305968187,0.43987193374452443,-1.0220795393098967,-0.5191347536405448,2.2900920399704745,1.3889292951747025,1.1643798239527114,0.2115881560063327,-1.3221135104272161,1.706025308507951,0.7616859716278664,-1.150029721840385
-0.08639914556983672,-0.6446858263272662,-0.6446869988706299,-0.49636754664735383,-0.3380800097099207,-0.16394717283856095,-1.0220795393098967,-0.4963662089132875,0.6821211477369014,0.9475823571055626,1.5086711348785293,1.694810306360835,0.2874007232885305,0.9907156216948746,-1.555468287874607,-1.150029721840385
-0.8000611192434169,-1.3120683001370104,-1.3120694855492123,-1.0810068400402504,-0.8563826951848074,0.6774859340202757,-1.0220795393098967,-1.0810036799744775,-0.5233040709794785,-0.05583024021473452,0.4805358338162789,0.9867497404936348,1.3677488440305312,0.1779791424560464,-1.2248704843607774,-1.150029721840385
-0.3763243223747287,-0.7475872106713811,-0.7475840070686113,-0.5447129168223772,-0.5320815735468895,0.19387155698845263,0.2725909621141842,-0.5447125811754665,-0.21920896616235014,0.18925361998941453,0.479966842138209,0.927438961594992,1.1516011290108665,0.18057458550835054,-1.064671471762434,-1.150029721840385
-0.6588155202871875,-0.6983835938504253,-0.6983825783640515,-0.5259639266374652,-0.5581414851070793,0.699849604634464,-1.0220795393098967,-0.5259601238422643,-0.4740226221646055,-0.0450592181979716,0.3099522029393631,0.8440658227754692,1.6198802505153684,-0.07687662048636779,-1.107662359108151,-1.150029721840385
-0.3287468574631567,-0.799006161399122,-0.7990073369181757,-0.6311280156170338,-0.4162597443904902,0.216235227602641,-1.0220795393098967,-0.6311252300735392,1.6900385485025995,1.2343792186225795,1.2319543666163362,0.33463182195931196,0.043347042329071515,1.5288374812060033,-0.0753430250260693,-1.150029721840385
-0.3807847097101885,-0.6242268236663838,-0.6242236176849107,-0.4658195718193252,0.04413202650619686,0.7585542399967085,-1.0220795393098967,-0.46582267726059323,-0.3749229452687225,-0.5506411501218637,-0.718377497598539,-0.5498862751385147,-0.9109800549393995,-0.7543709811072659,0.3351638166305293,-1.150029721840385
-0.5235171044449046,-0.7315895227358227,-0.7315906969549116,-0.5608484833463978,-0.7434564117573181,0.2665534864845648,1.567261463538265,-0.5608511195582276,-0.3751223899782331,0.10113395841377348,0.46490774045929,1.0381069316302856,1.2369356150791166,0.12101893525439632,-1.1411242775196762,-1.150029721840385
-0.3287468574631567,-0.6624807367306808,-0.6624819096171758,-0.5222208550504805,0.10493848681330648,0.7194178164218789,0.2725909621141842,-0.5222210079926267,0.5969973806290876,1.1499564443381274,1.5448311126421428,1.0657442098358274,0.4902600787720263,1.157856572665321,-2.014399225309199,-1.150029721840385
-0.5919097102552894,-1.2803903387090596,-1.2803871453800946,-1.069939851426301,-0.6623811313478386,0.47341743966580696,-1.0220795393098967,-1.0699371829988635,-0.14967874976028397,-0.2839815995834726,-0.4884872545678079,-0.4717776725255094,-0.44116515482991714,-0.4060792682818907,0.11343107700748123,-1.150029721840385
-0.3064449207858573,-0.7619759357398574,-0.7619727324145389,-0.5532436381136446,-0.5436637564625294,0.05130315682300192,-1.0220795393098967,-0.5532418209673977,-0.049532466319898445,-0.24014467553789667,-0.4763906739858148,-0.4917406272396406,-0.3386827501278518,-0.45963470072675394,0.3593108689990016,-1.150029721840385
-0.5651473862425301,-0.7368783040785032,-0.7368772893344058,-0.5829982875154678,-0.4944394790710597,0.5852357927367488,-1.0220795393098967,-0.5830063701514175,-0.19632551135762877,-0.2051062591295984,-0.4177987068833725,-0.4609223954780376,-0.08176554048551726,-0.3237227903533905,-0.011458337034379117,-1.150029721840385
-0.4239017872863007,-0.8113678121615875,-0.811366798853838,-0.6164327007395908,-0.34387110116774067,0.46503106318548637,-1.0220795393098967,-0.6164309004580983,-0.3521466028799196,0.04652601235143464,0.4864294768922018,0.9276209212188212,1.3880682962820672,0.21247341786086718,-1.0643489271472117,-1.150029721840385
-0.5948833018122626,-1.374614268896558,-1.3746132664496384,-1.13786710456537,-0.760829686130778,0.3839627572090536,0.2725909621141842,-1.1378644542672796,-0.4273332590382022,0.3418143590116942,0.7752651164093827,1.3250715845943628,1.3997005438009766,0.13092627163684872,-1.8966683553353503,-1.150029721840385
-0.4878340057612256,-1.279663569087466,-1.279664753874822,-1.0697261877204902,-0.4046775614748503,0.5265311573745043,-1.0220795393098967,-1.0697319273007684,-0.36165248202510364,0.20248502774604715,0.7436167722806378,1.122389366351088,1.4508735320663129,0.24995384817532834,-1.564756738625896,-1.150029721840385
-0.29455055455796425,-0.7435658980362386,-0.7435648834210952,-0.5537560353340617,0.14547612701804621,0.694258686980917,-1.0220795393098967,-0.5537512507723087,-0.32218903376219027,-0.49360225883278175,-0.6657794609279601,-0.4980210926964411,-0.5628921637774941,-0.6520323824750022,0.25542369732719783,-1.150029721840385
-0.29901094189342414,-1.3092115701485179,-1.3092127555056348,-1.135330837242688,-0.19909381472224158,0.36998546307518587,0.2725909621141842,-1.135334615964251,0.383557112461903,0.1897709318629256,-0.3628925376386851,-0.6590238895507109,-1.0795937146468628,-0.1619122654366017,0.3314260528459401,-1.150029721840385
-0.8015479150219036,-0.7739917142125284,-0.7739928892492398,-0.6305641808378104,-0.48864838761323975,1.0353046638472891,0.2725909621141842,-0.630566341064268,-1.493097624216413,-3.3174058985253927,-2.191547602023922,-2.100427522186578,-0.2606643680544455,-1.691409646958612,1.5645780696517841,-1.150029721840385
-0.5145963297739848,-0.7646859983649561,-0.764689362287397,-0.6401473937169614,-0.6623811313478386,0.3280535806735827,0.2725909621141842,-0.6401490619090733,-0.26364201320278163,0.5944349905762646,0.38412910698552966,0.8472225941284333,-1.2684384027478217,-0.03791706671199091,-2.0889417883883583,-1.150029721840385
2.8812452282894676,-1.3099843101377424,-1.309983306444592,-2.567997422264008,3.596966635878744,-1.9446544454933081,-1.0220795393098967,-2.568003314427222,-0.7452634277718185,-1.1684923759604255,-1.0233084535794752,-1.1675208857751755,-0.8586723117969496,-0.8541141366872251,0.34714315144544955,-1.150029721840385
-0.11762185691805585,-0.7320754951936352,-0.7320766694220949,-0.4695250544210283,-0.12091408004167209,0.10441687453169925,0.2725909621141842,-0.46952469870696056,0.05078283216638446,1.0282703920105203,1.5611277948442719,1.3504702145224903,1.1083314782769418,0.8237421186632865,-2.532125736235392,-1.150029721840385
-0.533924674894311,-1.3881208007195458,-1.3881197985330667,-1.1464314581066262,-0.3815131956435704,0.6355540516186725,-1.0220795393098967,-1.146428315502263,-0.23460185497204267,0.23601356640970744,0.7381628488562927,1.0341920656621808,1.1418438744725559,0.47137583932569127,-1.3731151871574505,-1.150029721840385
-0.21723717407665974,-0.7202545435171143,-0.7202535284524684,-0.549615311850151,-0.613156853956369,-0.18351538462597575,-1.0220795393098967,-0.5496115153673528,-0.2192590446944679,0.1577732998818509,0.6289906517498267,1.2361304667681583,1.0245308320747821,0.19477975232150088,-1.15405595311661,-1.150029721840385
-0.5651473862425301,-1.334720746053425,-1.334721931902424,-1.1595994731610502,-0.3236022810653708,0.7501678635163878,1.567261463538265,-1.1596017745836251,-0.5529505619931847,0.3914258294176822,0.9948684524890234,1.782645875153797,1.1194245902401267,0.12258178268374088,-2.1206533461508976,-1.150029721840385
0.11877867186131759,-0.6636825334844604,-0.6636793282637942,-0.6235073434431094,-0.031152162445462657,-0.25340185529531434,-1.0220795393098967,-0.6235085126020552,-1.0849516754078434,-1.7600910756651982,-1.2840564911825185,-0.9914077134701932,0.4426494205380229,-1.0118780030816037,0.6906594229103311,-1.150029721840385
-0.2261579487475795,-0.7791119375405622,-0.7791131126760046,-0.5651356060361419,-0.016674433800912748,0.4091218866500155,-1.0220795393098967,-0.5651342866558283,0.5107868398208018,0.75510869385873,0.5019421474586553,0.4780343750059545,-0.9912906177831798,0.3300776869190505,-1.0321737115002905,-1.150029721840385
-0.7911403445724972,-0.7602728430723883,-0.7602740178445648,-0.5170889693757246,-0.8708604238293572,0.6467358869257667,0.2725909621141842,-0.5170871425800291,-1.3418886263951328,-2.059581004127389,-1.9314499463623316,-1.6776119345861844,-0.6699398390618966,-1.5947363702577226,0.7176801809670109,-1.150029721840385
-0.9294123519717533,-1.3557467165817554,-1.3557457137710212,-1.0611242451939524,-0.8998158811184571,0.8787589695479708,-1.0220795393098967,-1.0611284987022969,-0.6122931009013388,-1.150344402511643,-1.3014285138227348,-1.5396290962061898,-0.8060875834343079,-1.0476281380278623,0.8318401205779368,-1.150029721840385
-0.8639933377183419,-1.3371768771239911,-1.3371780630203505,-1.0713622977640611,-0.8824426067449972,0.7725315341305762,0.2725909621141842,-1.0713640810446579,-0.5399402289025109,0.07170606264989603,0.4993678331275351,0.9190989260876317,1.7492854716061361,-0.007553173799009394,-1.4741029329885398,-1.150029721840385
-0.5279774917803645,-1.2989207749945688,-1.2989197710880853,-1.2466852385878355,-0.39019983283030035,0.6159858398312577,-1.0220795393098967,-1.2466920145814337,2.794226015215736,1.4573027840175432,1.206841238365312,-0.5263625871635782,-0.8741344664854548,2.1478925111653364,1.20805018157542,-1.150029721840385
-0.40606023794446117,-0.7651369457807641,-0.7651359315815655,-0.5466932628364215,-0.5755147594805392,0.20784885112232035,-1.0220795393098967,-0.5466934223100959,-0.026268553778115863,-0.30760971426140077,-0.718845067163099,-1.070560806762989,-0.7200662781350325,-0.44316898673901584,0.7581331148856244,-1.150029721840385
0.645104377445583,-0.7496317974983941,-0.7496351611305516,-0.7484610439895953,0.6319278094749231,-0.6028342086420072,-1.0220795393098967,-0.7484573005774443,0.7643553139880044,0.646115708476297,0.2558984268881618,0.03144139027439745,-0.3410908662296083,0.5148843954390536,-0.04218696788759955,-1.150029721840385
-0.7807327741230908,-1.3572943856253294,-1.3572955719096058,-1.1288220076860394,-0.9432490670521069,0.5572812044690133,-1.0220795393098967,-1.1288183657897835,0.5653178403184344,0.8576163547781219,1.4439316220770093,1.3280135890623985,0.9584700859832401,0.8244677263983391,-1.6779872770502875,-1.150029721840385
-0.4893208015397122,-1.2233783265862241,-1.2233795102882568,-1.004374769257031,-0.31491564387864085,0.6159858398312577,1.567261463538265,-1.0043765346590872,-0.2041151574750275,0.6759095077604628,0.3591684504617753,0.7151194030267071,-1.0539375963005204,-0.07966741946734006,-2.0927448952631003,-1.150029721840385
-0.5666341820210167,-1.3821577873182787,-1.3821545959516497,-1.1635087276303322,-0.49733502479996966,0.5852357927367488,0.2725909621141842,-1.1635139976485236,-0.206904949035087,-0.5976029743464536,-0.9900019347195064,-1.3046085734531752,-0.9580979519739379,-0.6954293066291254,0.8156885599428372,-1.150029721840385
0.16784293255137622,-0.7184923460912626,-0.718491330992637,-0.6672094847520371,0.8201382818540719,0.4762128984925805,-1.0220795393098967,-0.6672032466941494,-0.09092898069931529,-0.7084549178434548,-1.1982986982252115,-1.7535874855018692,-1.0495581707060442,-0.7277746668185975,1.7410315234952547,-1.150029721840385
2.951124629878339,-1.1639649100209546,-1.1639639035121774,-2.721862987594952,2.2476423262066927,-3.378724823628136,-1.0220795393098967,-2.7218647167915253,1.893903731775354,1.0517849504235315,0.8298688800206158,-0.39615859631296046,-0.6687926338845913,1.5392750693948407,1.1572007449299484,-1.150029721840385
-0.3079317165643439,-0.7106423585520025,-0.7106413433020091,-0.576673446149934,-0.31491564387864085,0.2749398629648854,0.2725909621141842,-0.576675591993301,-0.3130429201828105,-0.31205523174352434,-0.562458162556465,-0.49152978089176985,-0.5714273910993867,-0.609751777913268,0.08031672822442813,-1.150029721840385
-0.4134942168368943,-1.2063123748695284,-1.2063266926334908,-0.9610722582126757,-0.12670517149949204,0.6551222634060873,0.2725909621141842,-0.9610725282814394,-0.13978163208293004,-0.41322965799703815,-0.8065122993112493,-1.018980253297512,-0.9984471644964521,-0.6077982186265871,0.5292696367648422,-1.150029721840385
-0.5874493229198294,-1.164326105766626,-1.1643250992648138,-0.9716347630767936,-0.5118127534445196,0.6103949221777106,-1.0220795393098967,-0.9716320684123603,0.23789500760783178,0.9203919403393103,1.1610600525179295,1.3915298631329596,0.48736994822082985,0.6307025531494148,-2.162641842688101,-1.150029721840385
1.0837091320991374,-0.7072427404124402,-0.7072395360317258,-1.5169520211298873,1.13864831203417,-0.9382892678548325,-1.0220795393098967,-1.5169494720071235,-0.1138632095713227,-0.824618771066021,-0.8517926922825884,-2.104326985915883,0.282725043088336,0.08708281964577,1.8185875152532676,-1.150029721840385
-0.819389464363743,-0.7523090241466136,-0.7523101987652274,-0.5444873829106879,-0.752143048944048,0.8144634165321792,-1.0220795393098967,-0.5444825958751912,-0.6230490306277537,-1.0173531931434039,-0.9971357541498496,-0.7618448999656976,-0.718936951557671,-1.0076080806407157,0.5893477421855057,-1.150029721840385
-0.31685249123526366,-0.746786012835528,-0.746787187347644,-0.5953789122466253,-0.4741706589686898,0.13796238045298176,0.2725909621141842,-0.5953785901221429,-0.15731816028132944,-0.2777065644999075,-0.6724953562024077,-0.8297540153790467,-1.1633440922171765,-0.48131920880891077,0.291404105266632,-1.150029721840385
-0.92643876041478,-1.2721879116846293,-1.272186907262668,-1.0254325144852894,-0.9664134328833867,0.8088724988786322,-1.0220795393098967,-1.0254263720348247,-0.32023214556617247,0.18151076503710661,0.6202153066888718,1.2671463004156698,1.6725340455397608,0.0999763109378633,-1.423379316548575,-1.150029721840385
0.1366202212031571,-0.8005538304426961,-0.8005506278612579,-0.676175446925512,0.15995385566259612,-0.10244707864954297,-1.0220795393098967,-0.6761652545242332,-0.4318276334119779,-0.9682001535846736,-1.2340381172401822,-1.6076435952867667,-0.4208365781465543,-0.8301132654508612,1.1945964563965212,-1.150029721840385
-0.5666341820210167,-1.1522665459914494,-1.1522677283222655,-0.8992858582480256,-0.7347697745705881,0.35600816894131815,-1.0220795393098967,-0.8992880901945708,-0.2111737961305408,-0.476913693677563,-0.8292074737748278,-0.9996289969694553,-1.1106147654035314,-0.6452507409512389,0.4963985867217196,-1.150029721840385
-0.4893208015397122,-1.3382363846446275,-1.3382353814962493,-1.123260816232015,-0.48864838761323975,0.4482583102248451,-1.0220795393098967,-1.1232616241799054,1.837280909259053,1.1478829910564936,0.80204455313304,0.11610926976477924,-1.1783487830243404,1.2323429974674787,0.30799985988691897,-1.150029721840385
-0.45661129441300646,-0.7180304533498282,-0.7180316273074635,-0.5248778027995927,-0.3670354669990205,0.504167486760316,0.2725909621141842,-0.524876967266774,-0.0807519101167198,0.23895341193478253,0.7013403577942197,1.2363234574011754,0.915185470798614,0.23577658935198795,-1.018264670108093,-1.150029721840385
-0.18304087117146736,-1.316479266364453,-1.3164782627965421,-1.1197274516155484,0.40028415116212457,0.730599651728973,-1.0220795393098967,-1.119730236988581,0.07000394654241142,-0.11870676467807137,-0.35155362045755234,-0.43508830251699965,-0.32420146420117046,-0.29254956573592705,0.19355282776287513,-1.150029721840385
-0.6186720342680486,-0.6986112566234546,-0.6986102411414707,-0.5400202287651217,-0.7087098630103983,0.4790083573193541,1.567261463538265,-0.5400238486021114,-0.4433380449122084,0.010309975418070516,0.3992452939806545,1.0220838518526771,1.5356797716743171,0.09905534727414253,-1.0213351002060158,-1.150029721840385
-0.6469211540592945,-0.7490889093473243,-0.7490878948386785,-0.5867374023671597,-0.28016909513172106,0.9458499813905358,-1.0220795393098967,-0.586738067120401,-0.5405858594224873,-0.6526062644422074,-0.7698212416593262,-0.5365859509318431,-0.7987918819089211,-0.8600585385166967,0.1426915737500354,-1.150029721840385
-0.7049061894202728,-1.361869531737168,-1.3618685290444974,-1.1329607528023036,-0.6913365886369385,0.6579177222328608,-1.0220795393098967,-1.1329605741549573,2.864182942443555,1.7197271064532869,2.869718927741851,0.133498037850443,1.2452929705242648,3.9847684924516638,-0.023133200854757743,-1.150029721840385
-0.7584308374457914,-1.3590193689440515,-1.3590183661964224,-1.1159428343079896,-0.755038594672958,0.6970541458076904,-1.0220795393098967,-1.115946607855019,-0.192245502060369,-0.4734649478541559,-0.9155149309128221,-1.152422284256492,-1.2026459319145604,-0.6843498346746645,0.46228254226940985,-1.150029721840385
-0.6231324216035085,-0.9249781030985802,-0.9249770919815272,-0.7221447975572116,-0.5291860278179795,0.6607131810596344,-1.0220795393098967,-0.7221450038577725,-0.2719837403600201,-0.5415187968401929,-0.8719660228143686,-0.993968053407379,-1.2503845169959873,-0.7153835193430792,0.5178596210013593,-1.150029721840385
