Peak-to-Peak Amplitude,RMS,Standard Deviation,Area Under Signal,Peak Positive,Peak Negative,Number of Peaks,Distance from Mean,SNR,Spectral Entropy,Zero Crossing Rate,Distance from Mean F
0.10647583,0.011149305,0.011149304,0.08879008,0.05621338,-0.05026245,1,0.00887901,0.5212252,10.491269,0.10996312150559105,1.8943855
0.09814453,0.0111255245,0.011125523,0.08859607,0.048614502,-0.04953003,1,0.008859607,0.59857315,10.726527,0.1407794403953674,1.7355205
0.120788574,0.012057427,0.012057426,0.09478033,0.061523438,-0.059265137,0,0.009478034,0.41616255,10.521032,0.14128644169329074,1.6007413
0.105407715,0.012078645,0.012078644,0.09506626,0.05029297,-0.055114746,2,0.009506628,0.28279653,9.89138,0.058582829972044725,2.0064704
0.15386963,0.012106974,0.012106974,0.09422536,0.076293945,-0.07757568,3,0.009422539,0.45167416,10.442938,0.10190258087060702,1.9043432
0.10391235,0.011184585,0.011184585,0.08867125,0.05609131,-0.047821045,0,0.008867122,0.8127368,10.811534,0.19161217052715654,1.9279962
0.11569214,0.012100904,0.012100904,0.095387824,0.053619385,-0.062072754,2,0.009538786,0.4487171,10.482931,0.10787739616613419,1.7992107
0.095703125,0.011160751,0.011160749,0.088938765,0.04660034,-0.049102783,0,0.008893879,0.4837441,10.600698,0.14812237919329074,1.5422639
0.11633301,0.011303085,0.011303084,0.089652695,0.058563232,-0.057769775,0,0.0089652715,1.1969992,11.028738,0.306088383586262,1.8907217
0.099975586,0.011052392,0.011052392,0.08804074,0.046966553,-0.053009033,1,0.008804073,0.45075235,10.614843,0.14523949181309903,1.493262
0.111968994,0.011111034,0.011111034,0.08834486,0.051513672,-0.060455322,1,0.00883449,0.60806686,10.729485,0.1383692342252396,1.7572802
0.11141968,0.0121556185,0.012155613,0.09575929,0.053131104,-0.058288574,3,0.009575933,0.3797542,10.329129,0.08759734424920128,1.845355
0.097351074,0.011076799,0.011076799,0.08840732,0.04837036,-0.048980713,0,0.008840735,0.44111654,10.4907255,0.13046937400159744,1.6701977
0.08621216,0.010247763,0.010247763,0.081853166,0.04336548,-0.04284668,1,0.008185316,0.5439474,10.751769,0.17233988119009586,1.3284558
0.085510254,0.0101484535,0.010148454,0.08110367,0.045715332,-0.039794922,1,0.0081103705,0.2594025,9.7874365,0.043485111321884984,1.9444499
0.097595215,0.011099845,0.011099845,0.088290446,0.047546387,-0.050048828,0,0.00882904,0.46526092,10.429424,0.10158746006389777,1.8452222
0.09963989,0.011086205,0.011086204,0.08830363,0.04812622,-0.051513672,1,0.008830364,0.4414134,10.407154,0.09417276108226837,1.8290052
0.09790039,0.010242219,0.010242219,0.08127641,0.04714966,-0.050750732,0,0.008127642,0.7170513,10.895271,0.24431222543929712,1.2866001
0.10159302,0.010241072,0.010241072,0.081555314,0.05255127,-0.049041748,0,0.008155529,0.5077415,10.525982,0.11471333366613419,1.6834952
0.10412598,0.011174272,0.011174271,0.08904807,0.05340576,-0.050720215,1,0.008904805,0.49556535,10.602882,0.14837821984824281,1.6056275
0.084350586,0.010195706,0.010195704,0.08121562,0.03982544,-0.044525146,0,0.008121563,0.4739088,10.426263,0.09981997553913738,1.8088381
0.123931885,0.01183758,0.011837581,0.09326512,0.059326172,-0.06460571,1,0.009326514,0.44125116,10.61597,0.1456310528154952,1.4815512
0.09991455,0.011223474,0.011223474,0.08975688,0.051361084,-0.048553467,1,0.008975686,0.46003672,10.451297,0.09836605181709265,1.8277018
0.08905029,0.01022752,0.01022752,0.08196643,0.04446411,-0.04458618,2,0.008196649,0.49028137,10.6606455,0.12552884135383385,1.4649243
0.12365723,0.01131751,0.01131751,0.09030897,0.06289673,-0.060760498,1,0.009030897,0.6296668,10.788272,0.1488774211261981,1.6830359
0.100097656,0.010997948,0.010997948,0.0878528,0.052093506,-0.04800415,1,0.008785281,0.60147005,10.7025585,0.15249039037539935,1.7355505
0.100982666,0.011204287,0.0112042865,0.08916242,0.051696777,-0.04928589,0,0.008916243,0.47634608,10.587341,0.14459833017172524,1.5622741
0.1048584,0.011184732,0.011184731,0.08930906,0.05001831,-0.054840088,0,0.008930908,0.47098544,10.576001,0.14243460463258786,1.5864083
0.10739136,0.010993902,0.010993901,0.08757544,0.053375244,-0.054016113,1,0.008757545,0.59752625,10.72708,0.14232228434504793,1.7165515
0.09213257,0.011141925,0.011141925,0.08899403,0.04675293,-0.04537964,1,0.008899407,0.3230908,10.095884,0.07620775509185304,1.9010407
0.12088013,0.012020683,0.012020682,0.094463035,0.060394287,-0.06048584,1,0.009446307,0.47022912,10.480833,0.1092392796525559,1.8753234
0.08590698,0.010253938,0.010253938,0.08195833,0.040039062,-0.04586792,0,0.008195832,0.47482187,10.583868,0.15761968350638977,1.5169703
0.08758545,0.010233091,0.01023309,0.08156128,0.043182373,-0.044403076,0,0.008156128,0.45462728,10.617337,0.1471582967252396,1.4361883
0.10910034,0.011937288,0.011937288,0.09409184,0.05734253,-0.051757812,0,0.009409187,0.46494806,10.5667715,0.12197515225638977,1.6468523
0.11001587,0.011888547,0.011888547,0.09383263,0.054718018,-0.05529785,4,0.009383264,0.5064877,10.650654,0.1552734375,1.5764903
0.12036133,0.012096324,0.012096324,0.0946973,0.06100464,-0.05935669,1,0.009469733,0.3921028,10.5187,0.1361540285543131,1.5222921
0.09240723,0.010215148,0.010215147,0.081229046,0.043121338,-0.04928589,0,0.008122904,0.47329566,10.424221,0.1007684579672524,1.7771169
0.10592651,0.011898529,0.01189853,0.09393575,0.052490234,-0.05343628,0,0.009393576,0.4053551,10.564761,0.1346143046126198,1.4847566
0.109558105,0.012132534,0.012132533,0.095123895,0.053985596,-0.05557251,4,0.009512392,0.31928024,10.264374,0.10445318740015974,1.7344135
0.092315674,0.010228476,0.010228475,0.08182067,0.045043945,-0.04727173,2,0.008182067,0.3213033,10.270004,0.07489891174121406,1.6809008
0.09674072,0.011056939,0.011056936,0.08817187,0.0463562,-0.05038452,1,0.008817189,0.477483,10.456382,0.10022245656948882,1.8451626
0.11557007,0.011143706,0.011143706,0.08844609,0.053131104,-0.062438965,0,0.008844609,0.85985297,10.881852,0.2405978559305112,1.854462
0.12634277,0.011281334,0.011281334,0.088599645,0.060791016,-0.06555176,0,0.008859965,1.3046116,11.070973,0.3460822059704473,1.8582299
0.104156494,0.011075805,0.0110758,0.088309124,0.055633545,-0.04852295,1,0.008830916,0.5184198,10.526178,0.11424377246405751,1.8291658
0.116760254,0.011344188,0.011344184,0.0903406,0.06283569,-0.05392456,0,0.009034061,0.573887,10.69052,0.12794840754792333,1.7635479
0.12652588,0.011146949,0.011146947,0.08597872,0.06259155,-0.063934326,0,0.008597874,1.1504769,11.013727,0.28563829123402557,1.9514488
0.10101318,0.011159242,0.011159241,0.08896507,0.05380249,-0.047210693,0,0.008896508,0.50950414,10.612246,0.15426099490814696,1.6047854
0.18972778,0.012098215,0.012098213,0.093241766,0.103881836,-0.08584595,2,0.009324177,0.4128846,10.489173,0.08265213158945688,1.6475341
0.10925293,0.012076397,0.012076398,0.09528695,0.05328369,-0.05596924,2,0.009528697,0.3681001,10.476027,0.12956145167731628,1.5552063
0.13076782,0.012086053,0.0120860515,0.09489308,0.06588745,-0.06488037,0,0.009489307,0.58426166,10.835131,0.18118822384185304,1.4391645
0.10824585,0.0121143665,0.0121143665,0.09589624,0.05053711,-0.05770874,2,0.009589625,0.43955165,10.434167,0.10044553714057508,1.8482435
0.091552734,0.011066504,0.011066503,0.08828986,0.045837402,-0.045715332,1,0.008828988,0.47407562,10.409965,0.0966344473841853,1.9130507
0.09375,0.011105622,0.011105619,0.08853415,0.04876709,-0.04498291,1,0.008853413,0.49494633,10.500214,0.10742499500798722,1.8166168
0.08935547,0.010244236,0.010244236,0.08199589,0.041168213,-0.048187256,1,0.008199591,0.47362903,10.417337,0.0995485348442492,1.8169111
0.08425903,0.010264952,0.010264953,0.08196584,0.040985107,-0.043273926,0,0.008196586,0.49332574,10.660083,0.16231997553913738,1.407292
0.10903931,0.011116692,0.011116691,0.08874188,0.049468994,-0.059570312,2,0.008874185,0.58063745,10.789258,0.16350713857827476,1.4014088
0.08529663,0.01021971,0.01021971,0.081955306,0.045043945,-0.040252686,1,0.0081955325,0.48793003,10.494262,0.10446410742811502,1.7411951
0.111083984,0.012003828,0.012003828,0.095010154,0.051361084,-0.0597229,1,0.009501017,0.41940278,10.636375,0.13801667332268372,1.3993354
0.10708618,0.011209724,0.011209724,0.08946954,0.05581665,-0.05126953,1,0.008946953,0.5914513,10.766136,0.182893308206869,1.6039966
0.08917236,0.011225076,0.011225074,0.089606814,0.04232788,-0.046844482,1,0.008960685,0.47051635,10.447169,0.09972325529153354,1.8590766
0.10159302,0.01120789,0.011207883,0.089073695,0.04550171,-0.05609131,0,0.008907368,0.32309446,10.149221,0.07826852036741214,1.8435726
0.13168335,0.011156896,0.011156895,0.08749116,0.068573,-0.06311035,0,0.008749118,0.7526305,10.764824,0.16156181359824281,1.9387265
0.11148071,0.011148244,0.011148242,0.08827804,0.057556152,-0.05392456,0,0.008827805,1.5282292,11.11389,0.4205053164936102,1.9058348
0.09588623,0.01112468,0.01112468,0.0890816,0.051940918,-0.043945312,1,0.008908164,0.45249304,10.571188,0.14253912490015974,1.5818723
0.08782959,0.01025838,0.010258381,0.08177713,0.040863037,-0.046966553,0,0.008177714,0.51064193,10.602577,0.14893826128194887,1.5520521
0.08758545,0.010247758,0.010247758,0.081811644,0.042419434,-0.045166016,0,0.008181165,0.32531884,9.978132,0.05573426267971246,1.9445163
0.09277344,0.010203157,0.010203156,0.08143007,0.04711914,-0.045654297,0,0.008143005,0.42149422,10.305824,0.08391573482428115,1.8236971
0.12890625,0.012216924,0.012216925,0.09377193,0.059326172,-0.06958008,2,0.009377194,0.7372358,10.854107,0.20362108126996806,1.8925341
0.103149414,0.011180134,0.011180132,0.088881426,0.054595947,-0.048553467,0,0.008888142,0.5527378,10.76732,0.17593725039936103,1.5255852
0.09234619,0.011181018,0.011181017,0.089482,0.045318604,-0.047027588,0,0.0089482,0.48796785,10.518599,0.1073906749201278,1.7404752
0.081848145,0.010250056,0.010250056,0.081855044,0.040649414,-0.04119873,1,0.008185507,0.45039833,10.427819,0.09532872404153354,1.731794
0.08862305,0.010237923,0.010237923,0.081647985,0.046142578,-0.04248047,1,0.008164799,0.45505983,10.574586,0.1478602985223642,1.5072687
0.100860596,0.011116775,0.011116773,0.08871796,0.049682617,-0.05117798,1,0.008871797,0.51098055,10.509464,0.11151532547923322,1.8404219
0.08630371,0.010252007,0.010252008,0.081850715,0.043762207,-0.042541504,1,0.008185071,0.5307886,10.549407,0.11825142272364217,1.7335808
0.082611084,0.010267525,0.010267524,0.0819966,0.042755127,-0.039855957,3,0.008199659,0.26802245,10.009405,0.05977935303514377,1.811267
0.1232605,0.011160293,0.011160293,0.08874508,0.06790161,-0.055358887,1,0.008874509,0.47577167,10.446833,0.10246418230830671,1.8492978
0.08969116,0.010233886,0.010233885,0.081531145,0.041259766,-0.048431396,1,0.008153116,0.518721,10.682505,0.16724178813897764,1.419146
0.109191895,0.011895946,0.011895947,0.093839824,0.052459717,-0.056732178,0,0.009383982,0.85333806,10.947222,0.25500293280750796,1.8439556
0.0960083,0.011077224,0.011077224,0.088405505,0.044952393,-0.05105591,0,0.008840552,0.5077387,10.480345,0.1109022439097444,1.874747
0.11300659,0.011264265,0.011264265,0.08951918,0.057617188,-0.055389404,0,0.00895192,0.4680725,10.613151,0.12492979982028754,1.6939667
0.098236084,0.011081878,0.011081879,0.08856353,0.050109863,-0.04812622,0,0.008856354,0.4912288,10.603171,0.14533621206070288,1.5739799
0.098480225,0.011071961,0.011071961,0.088511646,0.043914795,-0.05456543,0,0.008851165,0.4390797,10.348398,0.08938042881389777,1.9048524
0.101501465,0.011133997,0.011133994,0.088813215,0.05142212,-0.050079346,1,0.008881323,0.48589122,10.465165,0.10433618710063898,1.859829
0.10266113,0.011082604,0.011082604,0.08816345,0.050872803,-0.05178833,1,0.008816345,0.70506614,10.890331,0.22072496505591055,1.4701205
0.090026855,0.010230076,0.010230076,0.081529364,0.045013428,-0.045013428,1,0.0081529375,0.519361,10.652475,0.16280669678514376,1.4778271
0.09024048,0.011039979,0.011039979,0.08818779,0.044555664,-0.045684814,0,0.008818781,0.35343173,10.207174,0.08616058057108626,1.8455662
0.12246704,0.011115919,0.011115918,0.0885257,0.06149292,-0.06097412,1,0.008852572,0.5831268,10.7244005,0.13257225938498401,1.7339292
0.09719849,0.01111045,0.011110449,0.088615544,0.0519104,-0.045288086,1,0.008861557,0.66447705,10.864059,0.18819264177316294,1.4424558
0.1109314,0.011882125,0.011882123,0.093941614,0.052093506,-0.05883789,1,0.009394162,0.4392323,10.44471,0.10107421875,1.8165421
0.07873535,0.010238273,0.010238273,0.08222043,0.038360596,-0.040374756,0,0.008222044,0.39023417,10.517495,0.13179381739217252,1.502232
0.11148071,0.012204752,0.012204753,0.09637796,0.057861328,-0.053619385,3,0.0096378,0.39060938,10.50687,0.1370837909345048,1.5656031
0.10354614,0.0111472905,0.01114729,0.08890355,0.052825928,-0.050720215,1,0.008890355,0.6950234,10.873036,0.22911778654153356,1.4583099
0.10809326,0.011950018,0.011950017,0.093936995,0.052825928,-0.055267334,1,0.009393701,0.4344947,10.574374,0.14482921076277955,1.5369526
0.097717285,0.01014249,0.010142489,0.080743164,0.047027588,-0.050689697,1,0.008074313,0.48953617,10.485662,0.10774947583865814,1.746495
0.107940674,0.011390821,0.011390821,0.09043464,0.05343628,-0.054504395,0,0.009043464,0.57359445,10.743758,0.18435971196086262,1.6271878
0.103149414,0.011124536,0.011124536,0.08860165,0.054138184,-0.04901123,0,0.008860164,0.9976083,10.947414,0.2620681908945687,1.8902447
0.10949707,0.012211045,0.012211041,0.096476726,0.054595947,-0.054901123,3,0.009647676,0.44863713,10.480951,0.1065669928115016,1.826524
0.083465576,0.010228068,0.010228066,0.08158545,0.04220581,-0.041259766,0,0.008158545,0.45380262,10.373864,0.09447072184504793,1.8166461
0.10140991,0.01200918,0.012009179,0.09457352,0.05203247,-0.04937744,4,0.009457351,0.3814625,10.334364,0.08611066044329073,1.8168322
0.09402466,0.011116769,0.011116768,0.088743314,0.047943115,-0.046081543,1,0.008874332,0.5090303,10.510835,0.11069476337859425,1.8292879
0.109375,0.011372799,0.011372799,0.09029739,0.053710938,-0.055664062,0,0.0090297405,0.5900532,10.737761,0.18164686501597443,1.6678089
0.093811035,0.011137978,0.011137978,0.089068756,0.04421997,-0.049591064,0,0.008906878,0.5051171,10.594011,0.1600189696485623,1.6230409
0.11456299,0.011248629,0.011248629,0.0894752,0.053497314,-0.061065674,1,0.008947522,0.61424273,10.833419,0.19438897763578275,1.4845823
0.10253906,0.011204241,0.011204239,0.089250445,0.05142212,-0.051116943,1,0.008925043,0.46170324,10.445782,0.10010389626597443,1.8418465
0.09918213,0.011157246,0.011157244,0.08893947,0.047698975,-0.051483154,1,0.008893948,0.48536092,10.642098,0.12350239616613419,1.4938563
0.10858154,0.012099795,0.012099795,0.09535705,0.0524292,-0.056152344,3,0.009535707,0.3630092,10.260195,0.07875992162539937,1.8689346
0.087249756,0.010235149,0.0102351485,0.08177857,0.043640137,-0.04360962,1,0.008177858,0.5246003,10.54222,0.11719062000798722,1.7258174
0.10595703,0.011205805,0.011205804,0.089216985,0.054870605,-0.051086426,0,0.008921701,0.4705618,10.554325,0.13885595547124602,1.6136432
0.09857178,0.011106763,0.011106759,0.088787585,0.052520752,-0.046051025,0,0.008878758,0.45296898,10.418488,0.09960781499600639,1.8257811
0.1005249,0.011307099,0.011307099,0.09001489,0.048706055,-0.051818848,0,0.009001487,0.48679385,10.634168,0.13598086811102236,1.6906369
0.11898804,0.012106663,0.012106662,0.095219165,0.056365967,-0.06262207,3,0.00952192,0.41414127,10.40169,0.09822565145766773,1.8432379
0.11642456,0.01193119,0.01193119,0.09402828,0.06008911,-0.05633545,4,0.00940283,0.45959973,10.638529,0.14668873552316294,1.471791
0.0949707,0.011117838,0.011117836,0.08870585,0.04458618,-0.05038452,0,0.008870588,0.4670125,10.554294,0.14078568041134185,1.6323915
0.10119629,0.01125139,0.01125139,0.089015305,0.047973633,-0.053222656,2,0.008901526,0.48342028,10.676027,0.1324302990215655,1.6103928
0.09942627,0.011034909,0.011034908,0.08797697,0.049102783,-0.050323486,1,0.008797696,0.42306,10.495097,0.13503238568290735,1.6428976
0.10046387,0.011127558,0.011127558,0.08881414,0.049316406,-0.05114746,1,0.008881416,0.46556732,10.552518,0.14215380391373802,1.635477
0.12698364,0.010967476,0.010967477,0.0865249,0.06997681,-0.057006836,0,0.008652489,1.1638085,11.023527,0.3135530026956869,1.8671278
0.10272217,0.011123455,0.011123455,0.0887705,0.052581787,-0.05014038,1,0.00887705,0.4098932,10.545183,0.10038313698083066,1.7373289
0.10559082,0.0121209845,0.0121209845,0.095829844,0.049804688,-0.055786133,5,0.009582984,0.37917447,10.396877,0.08958790934504793,1.7501287
0.09429932,0.010248195,0.010248195,0.08185492,0.044403076,-0.04989624,1,0.00818549,0.59726673,10.777513,0.1885873227835463,1.3860066
0.08987427,0.010210714,0.010210713,0.08139377,0.04434204,-0.045532227,0,0.0081393765,0.46986637,10.562671,0.15943396815095848,1.5449704
0.112091064,0.012158871,0.01215887,0.09577596,0.0579834,-0.054107666,4,0.0095775975,0.46130612,10.534141,0.11616725738817892,1.795113
0.08886719,0.010246761,0.010246761,0.08209827,0.041534424,-0.047332764,1,0.008209828,0.5259069,10.799133,0.17718057358226838,1.2457055
0.103637695,0.011888363,0.0118883625,0.09397943,0.049835205,-0.05380249,0,0.009397945,0.4779014,10.701192,0.16653822633785942,1.4069438
0.15020752,0.011131153,0.011131154,0.07934883,0.07803345,-0.07217407,0,0.007934882,0.7937592,10.795443,0.13387642272364217,1.9457874
0.096954346,0.011064378,0.011064378,0.0882594,0.046844482,-0.050109863,0,0.008825941,0.9268823,10.924154,0.24774735423322683,1.832764
0.08496094,0.010266673,0.010266673,0.08173478,0.041412354,-0.043548584,0,0.008173479,0.540578,10.605938,0.12600308256789136,1.614255
0.0975647,0.011071691,0.01107169,0.08809931,0.04849243,-0.049072266,1,0.008809932,0.4999473,10.518133,0.12049158845846646,1.7853341
0.1060791,0.011222329,0.011222328,0.089372,0.052734375,-0.053344727,0,0.0089372005,0.6367017,10.802753,0.2189637205471246,1.4472432
0.10095215,0.011349755,0.011349755,0.09043061,0.04949951,-0.051452637,1,0.009043063,0.55895656,10.739012,0.18766068041134185,1.6138784
0.09802246,0.01114925,0.011149249,0.08874084,0.05218506,-0.045837402,1,0.008874082,0.46959132,10.447588,0.10321610423322684,1.8505944
0.09777832,0.011862527,0.011862527,0.093943074,0.0473938,-0.05038452,1,0.009394309,0.25839433,9.978923,0.054096258486421724,1.8724194
0.08642578,0.010205865,0.010205865,0.08144029,0.043701172,-0.04272461,2,0.008144029,0.28329214,9.850903,0.05146297174520767,1.9540483
0.10681152,0.011296813,0.011296813,0.08999558,0.053771973,-0.05303955,1,0.008999557,0.566136,10.699158,0.17187812000798722,1.7147703
0.1187439,0.011170729,0.011170724,0.089122914,0.05593872,-0.062805176,2,0.008912291,0.78460985,10.937182,0.2701256115215655,1.5475578
0.09295654,0.011098913,0.011098911,0.08844665,0.04449463,-0.048461914,1,0.008844666,0.4830605,10.4449835,0.10315058406549521,1.8728529
0.0864563,0.01026675,0.010266748,0.08160645,0.043273926,-0.043182373,0,0.008160647,0.46928206,10.39678,0.09706656849041534,1.8036431
0.11004639,0.011016844,0.011016844,0.087228686,0.055847168,-0.05419922,0,0.008722867,0.65587324,10.756605,0.1409588408546326,1.8147876
0.092315674,0.011087293,0.011087292,0.088473015,0.0463562,-0.045959473,0,0.008847303,0.6037718,10.719727,0.15291471146166133,1.6144485
0.099609375,0.011165874,0.011165874,0.08878775,0.053009033,-0.04660034,1,0.008878772,0.30205518,9.899514,0.054085338458466456,2.0524254
0.11038208,0.012175879,0.01217588,0.09468666,0.05303955,-0.05734253,1,0.009468669,0.39337274,10.30455,0.0951384035543131,1.895331
0.08880615,0.010255856,0.0102558555,0.08024812,0.044403076,-0.044403076,0,0.008024813,0.32270736,10.031037,0.06829541483626198,1.8676792
0.09338379,0.010904865,0.010904863,0.08715149,0.050109863,-0.043273926,0,0.008715148,0.4305644,10.359393,0.09056915185702875,1.8426914
0.111572266,0.012200968,0.012200968,0.09646222,0.052978516,-0.05859375,4,0.009646225,0.4053026,10.445417,0.0967561276956869,1.7817347
0.0921936,0.011129431,0.011129432,0.08909116,0.04525757,-0.046936035,1,0.008909117,0.42191258,10.545581,0.13472350489217252,1.5805144
0.089904785,0.010263818,0.010263816,0.082048565,0.046173096,-0.04373169,1,0.008204859,0.44101134,10.672673,0.1397857178514377,1.3451937
0.09899902,0.011118162,0.011118163,0.088472895,0.048339844,-0.05065918,0,0.0088472925,0.5741428,10.755093,0.18436127196485624,1.4138775
0.11868286,0.01221629,0.01221629,0.09619148,0.053985596,-0.064697266,1,0.009619151,0.406506,10.531703,0.14244864466853036,1.5657728
0.107055664,0.01210675,0.01210675,0.09504606,0.055603027,-0.051452637,1,0.00950461,0.2595834,9.824645,0.05309005591054313,1.9900138
0.09365845,0.011115764,0.011115764,0.08883791,0.044677734,-0.048980713,2,0.00888379,0.47806388,10.666845,0.15178526857028754,1.4358487
0.09353638,0.011156778,0.011156776,0.08906781,0.046203613,-0.047332764,1,0.008906781,0.43360132,10.545396,0.13445830421325877,1.5966738
0.09487915,0.011101383,0.011101382,0.08867827,0.04812622,-0.04675293,1,0.0088678235,0.57673246,10.707772,0.13643482927316294,1.7517998
0.09024048,0.010256628,0.010256628,0.081848204,0.04434204,-0.045898438,0,0.008184821,0.45928657,10.568844,0.14960126297923323,1.5308757
0.10501099,0.010242808,0.010242809,0.0798045,0.05343628,-0.051574707,0,0.007980452,1.5049629,11.095238,0.4224990015974441,1.8812376
0.10083008,0.011100958,0.011100958,0.08855737,0.053100586,-0.047729492,0,0.008855739,0.513877,10.621128,0.1529693116014377,1.5826255
0.104522705,0.011329675,0.011329675,0.090041354,0.051513672,-0.053009033,0,0.009004138,0.55574816,10.744481,0.17960481978833867,1.5736415
